suite,scenario,time_s,time_min,temperature_K,ambient_K,sun_fraction,solar_W_m2,q_conduction_W,q_convection_W,q_longwave_W,q_solar_W,q_radiation_W,q_internal_W,q_total_W,energy_conduction_kJ,energy_convection_kJ,energy_longwave_kJ,energy_solar_kJ,energy_radiation_kJ,energy_internal_kJ,energy_total_kJ
radiation,sun,2040.0,34.0,300.5647116405112,270.0,1.0,1000.0,0.0,0.0,-205.8040109803787,212.5,6.695989019621294,0.0,6.695989019621294,0.0,0.0,-415.71158332391093,433.5,17.788416676088875,0.0,17.788416676088875
radiation,sun,2045.0,34.083333,300.5657731711816,270.0,1.0,1000.0,0.0,0.0,-205.81235677633785,212.5,6.68764322366215,0.0,6.68764322366215,0.0,0.0,-416.74064510779266,434.5625,17.821854892207185,0.0,17.821854892207185
radiation,sun,2050.0,34.166667,300.5668333787596,270.0,1.0,1000.0,0.0,0.0,-205.82069225857475,212.5,6.679307741425248,0.0,6.679307741425248,0.0,0.0,-417.7697485690855,435.625,17.85525143091431,0.0,17.85525143091431
radiation,sun,2055.0,34.25,300.5678922648803,270.0,1.0,1000.0,0.0,0.0,-205.82901743961446,212.5,6.670982560385539,0.0,6.670982560385539,0.0,0.0,-418.79889365628355,436.6875,17.88860634371624,0.0,17.88860634371624
radiation,sun,2060.0,34.333333,300.56894983117684,270.0,1.0,1000.0,0.0,0.0,-205.83733233196753,212.5,6.662667668032469,0.0,6.662667668032469,0.0,0.0,-419.82808031794343,437.75,17.9219196820564,0.0,17.9219196820564
radiation,sun,2065.0,34.416667,300.5700060792803,270.0,1.0,1000.0,0.0,0.0,-205.8456369481301,212.5,6.654363051869893,0.0,6.654363051869893,0.0,0.0,-420.8573085026841,438.8125,17.955191497315752,0.0,17.955191497315752
radiation,sun,2070.0,34.5,300.5710610108199,270.0,1.0,1000.0,0.0,0.0,-205.85393130058304,212.5,6.646068699416958,0.0,6.646068699416958,0.0,0.0,-421.88657815918697,439.875,17.988421840812837,0.0,17.988421840812837
radiation,sun,2075.0,34.583333,300.5721146274228,270.0,1.0,1000.0,0.0,0.0,-205.86221540179346,212.5,6.637784598206537,0.0,6.637784598206537,0.0,0.0,-422.91588923619594,440.9375,18.02161076380387,0.0,18.02161076380387
radiation,sun,2080.0,34.666667,300.5731669307142,270.0,1.0,1000.0,0.0,0.0,-205.87048926421332,212.5,6.629510735786681,0.0,6.629510735786681,0.0,0.0,-423.945241682517,442.0,18.054758317482804,0.0,18.054758317482804
radiation,sun,2085.0,34.75,300.5742179223173,270.0,1.0,1000.0,0.0,0.0,-205.87875290027958,212.5,6.621247099720421,0.0,6.621247099720421,0.0,0.0,-424.9746354470184,443.0625,18.087864552981404,0.0,18.087864552981404
radiation,sun,2090.0,34.833333,300.57526760385343,270.0,1.0,1000.0,0.0,0.0,-205.88700632241563,212.5,6.61299367758437,0.0,6.61299367758437,0.0,0.0,-426.0040704786304,444.125,18.120929521369327,0.0,18.120929521369327
radiation,sun,2095.0,34.916667,300.5763159769418,270.0,1.0,1000.0,0.0,0.0,-205.89524954302993,212.5,6.604750456970066,0.0,6.604750456970066,0.0,0.0,-427.03354672634555,445.1875,18.153953273654178,0.0,18.153953273654178
radiation,sun,2100.0,35.0,300.57736304319985,270.0,1.0,1000.0,0.0,0.0,-205.90348257451603,212.5,6.596517425483967,0.0,6.596517425483967,0.0,0.0,-428.0630641392181,446.25,18.186935860781595,0.0,18.186935860781595
radiation,sun,2105.0,35.083333,300.5784088042428,270.0,1.0,1000.0,0.0,0.0,-205.91170542925363,212.5,6.5882945707463705,0.0,6.5882945707463705,0.0,0.0,-429.09262266636443,447.3125,18.219877333635328,0.0,18.219877333635328
radiation,sun,2110.0,35.166667,300.57945326168414,270.0,1.0,1000.0,0.0,0.0,-205.91991811960722,212.5,6.5800818803927825,0.0,6.5800818803927825,0.0,0.0,-430.12222225696246,448.375,18.252777743037292,0.0,18.252777743037292
radiation,sun,2115.0,35.25,300.58049641713524,270.0,1.0,1000.0,0.0,0.0,-205.92812065792694,212.5,6.571879342073061,0.0,6.571879342073061,0.0,0.0,-431.1518628602521,449.4375,18.285637139747656,0.0,18.285637139747656
radiation,sun,2120.0,35.333333,300.58153827220565,270.0,1.0,1000.0,0.0,0.0,-205.93631305654898,212.5,6.563686943451017,0.0,6.563686943451017,0.0,0.0,-432.18154442553487,450.5,18.318455574464913,0.0,18.318455574464913
radiation,sun,2125.0,35.416667,300.58257882850285,270.0,1.0,1000.0,0.0,0.0,-205.944495327795,212.5,6.5555046722049894,0.0,6.5555046722049894,0.0,0.0,-433.2112669021738,451.5625,18.351233097825936,0.0,18.351233097825936
radiation,sun,2130.0,35.5,300.5836180876324,270.0,1.0,1000.0,0.0,0.0,-205.95266748397168,212.5,6.54733251602832,0.0,6.54733251602832,0.0,0.0,-434.24103023959367,452.625,18.383969760406078,0.0,18.383969760406078
radiation,sun,2135.0,35.583333,300.5846560511979,270.0,1.0,1000.0,0.0,0.0,-205.96082953737132,212.5,6.539170462628675,0.0,6.539170462628675,0.0,0.0,-435.2708343872805,453.6875,18.41666561271922,0.0,18.41666561271922
radiation,sun,2140.0,35.666667,300.58569272080103,270.0,1.0,1000.0,0.0,0.0,-205.96898150027238,212.5,6.531018499727622,0.0,6.531018499727622,0.0,0.0,-436.3006792947819,454.75,18.449320705217858,0.0,18.449320705217858
radiation,sun,2145.0,35.75,300.58672809804153,270.0,1.0,1000.0,0.0,0.0,-205.97712338493827,212.5,6.522876615061733,0.0,6.522876615061733,0.0,0.0,-437.3305649117066,455.8125,18.48193508829317,0.0,18.48193508829317
radiation,sun,2150.0,35.833333,300.58776218451715,270.0,1.0,1000.0,0.0,0.0,-205.98525520361855,212.5,6.51474479638145,0.0,6.51474479638145,0.0,0.0,-438.3604911877246,456.875,18.514508812275075,0.0,18.514508812275075
radiation,sun,2155.0,35.916667,300.58879498182375,270.0,1.0,1000.0,0.0,0.0,-205.99337696854806,212.5,6.506623031451937,0.0,6.506623031451937,0.0,0.0,-439.39045807256736,457.9375,18.547041927432335,0.0,18.547041927432335
radiation,sun,2160.0,36.0,300.5898264915552,270.0,1.0,1000.0,0.0,0.0,-206.00148869194777,212.5,6.49851130805223,0.0,6.49851130805223,0.0,0.0,-440.4204655160271,459.0,18.579534483972598,0.0,18.579534483972598
radiation,sun,2165.0,36.083333,300.59085671530346,270.0,1.0,1000.0,0.0,0.0,-206.0095903860235,212.5,6.49040961397651,0.0,6.49040961397651,0.0,0.0,-441.45051346795725,460.0625,18.61198653204248,0.0,18.61198653204248
radiation,sun,2170.0,36.166667,300.59188565465854,270.0,1.0,1000.0,0.0,0.0,-206.01768206296765,212.5,6.482317937032349,0.0,6.482317937032349,0.0,0.0,-442.48060187827207,461.125,18.64439812172764,0.0,18.64439812172764
radiation,sun,2175.0,36.25,300.5929133112085,270.0,1.0,1000.0,0.0,0.0,-206.02576373495762,212.5,6.474236265042379,0.0,6.474236265042379,0.0,0.0,-443.51073069694684,462.1875,18.676769303052854,0.0,18.676769303052854
radiation,sun,2180.0,36.333333,300.5939396865396,270.0,1.0,1000.0,0.0,0.0,-206.03383541415673,212.5,6.4661645858432735,0.0,6.4661645858432735,0.0,0.0,-444.5408998740176,463.25,18.70910012598207,0.0,18.70910012598207
radiation,sun,2185.0,36.416667,300.594964782236,270.0,1.0,1000.0,0.0,0.0,-206.0418971127146,212.5,6.458102887285406,0.0,6.458102887285406,0.0,0.0,-445.5711093595812,464.3125,18.741390640418498,0.0,18.741390640418498
radiation,sun,2190.0,36.5,300.59598859988,270.0,1.0,1000.0,0.0,0.0,-206.04994884276562,212.5,6.450051157234384,0.0,6.450051157234384,0.0,0.0,-446.601359103795,465.375,18.773640896204668,0.0,18.773640896204668
radiation,sun,2195.0,36.583333,300.597011141052,270.0,1.0,1000.0,0.0,0.0,-206.05799061643083,212.5,6.442009383569172,0.0,6.442009383569172,0.0,0.0,-447.63164905687717,466.4375,18.80585094312252,0.0,18.80585094312252
radiation,sun,2200.0,36.666667,300.59803240733044,270.0,1.0,1000.0,0.0,0.0,-206.06602244581654,212.5,6.433977554183457,0.0,6.433977554183457,0.0,0.0,-448.6619791691063,467.5,18.838020830893434,0.0,18.838020830893434
radiation,sun,2205.0,36.75,300.59905240029184,270.0,1.0,1000.0,0.0,0.0,-206.07404434301463,212.5,6.425955656985366,0.0,6.425955656985366,0.0,0.0,-449.69234939082133,468.5625,18.87015060917836,0.0,18.87015060917836
radiation,sun,2210.0,36.833333,300.6000711215109,270.0,1.0,1000.0,0.0,0.0,-206.08205632010333,212.5,6.417943679896666,0.0,6.417943679896666,0.0,0.0,-450.72275967242183,469.625,18.902240327577843,0.0,18.902240327577843
radiation,sun,2215.0,36.916667,300.60108857256023,270.0,1.0,1000.0,0.0,0.0,-206.09005838914692,212.5,6.409941610853082,0.0,6.409941610853082,0.0,0.0,-451.75320996436756,470.6875,18.93429003563211,0.0,18.93429003563211
radiation,sun,2220.0,37.0,300.60210475501066,270.0,1.0,1000.0,0.0,0.0,-206.0980505621944,212.5,6.401949437805598,0.0,6.401949437805598,0.0,0.0,-452.78370021717853,471.75,18.96629978282114,0.0,18.96629978282114
radiation,sun,2225.0,37.083333,300.6031196704311,270.0,1.0,1000.0,0.0,0.0,-206.1060328512815,212.5,6.393967148718502,0.0,6.393967148718502,0.0,0.0,-453.814230381435,472.8125,18.99826961856473,0.0,18.99826961856473
radiation,sun,2230.0,37.166667,300.6041333203885,270.0,1.0,1000.0,0.0,0.0,-206.11400526843005,212.5,6.3859947315699515,0.0,6.3859947315699515,0.0,0.0,-454.84480040777714,473.875,19.03019959222258,0.0,19.03019959222258
radiation,sun,2235.0,37.25,300.6051457064479,270.0,1.0,1000.0,0.0,0.0,-206.12196782564658,212.5,6.378032174353422,0.0,6.378032174353422,0.0,0.0,-455.87541024690535,474.9375,19.062089753094348,0.0,19.062089753094348
radiation,sun,2240.0,37.333333,300.6061568301725,270.0,1.0,1000.0,0.0,0.0,-206.12992053492476,212.5,6.370079465075236,0.0,6.370079465075236,0.0,0.0,-456.90605984958,476.0,19.093940150419723,0.0,19.093940150419723
radiation,sun,2245.0,37.416667,300.6071666931236,270.0,1.0,1000.0,0.0,0.0,-206.1378634082435,212.5,6.362136591756496,0.0,6.362136591756496,0.0,0.0,-457.9367491666212,477.0625,19.125750833378504,0.0,19.125750833378504
radiation,sun,2250.0,37.5,300.6081752968605,270.0,1.0,1000.0,0.0,0.0,-206.14579645756825,212.5,6.354203542431748,0.0,6.354203542431748,0.0,0.0,-458.96747814890904,478.125,19.157521851090664,0.0,19.157521851090664
radiation,sun,2255.0,37.583333,300.6091826429407,270.0,1.0,1000.0,0.0,0.0,-206.1537196948496,212.5,6.346280305150401,0.0,6.346280305150401,0.0,0.0,-459.99824674738335,479.1875,19.189253252616414,0.0,19.189253252616414
radiation,sun,2260.0,37.666667,300.61018873291977,270.0,1.0,1000.0,0.0,0.0,-206.16163313202452,212.5,6.3383668679754805,0.0,6.3383668679754805,0.0,0.0,-461.02905491304347,480.25,19.22094508695629,0.0,19.22094508695629
radiation,sun,2265.0,37.75,300.6111935683513,270.0,1.0,1000.0,0.0,0.0,-206.16953678101586,212.5,6.330463218984136,0.0,6.330463218984136,0.0,0.0,-462.0599025969486,481.3125,19.25259740305121,0.0,19.25259740305121
radiation,sun,2270.0,37.833333,300.61219715078727,270.0,1.0,1000.0,0.0,0.0,-206.1774306537323,212.5,6.322569346267699,0.0,6.322569346267699,0.0,0.0,-463.09078975021725,482.375,19.28421024978255,0.0,19.28421024978255
radiation,sun,2275.0,37.916667,300.61319948177743,270.0,1.0,1000.0,0.0,0.0,-206.18531476206937,212.5,6.314685237930632,0.0,6.314685237930632,0.0,0.0,-464.12171632402755,483.4375,19.315783675972206,0.0,19.315783675972206
radiation,sun,2280.0,38.0,300.6142005628698,270.0,1.0,1000.0,0.0,0.0,-206.19318911790756,212.5,6.306810882092435,0.0,6.306810882092435,0.0,0.0,-465.1526822696171,484.5,19.347317730382667,0.0,19.347317730382667
radiation,sun,2285.0,38.083333,300.6152003956106,270.0,1.0,1000.0,0.0,0.0,-206.20105373311372,212.5,6.298946266886276,0.0,6.298946266886276,0.0,0.0,-466.18368753828264,485.5625,19.378812461717096,0.0,19.378812461717096
radiation,sun,2290.0,38.166667,300.616198981544,270.0,1.0,1000.0,0.0,0.0,-206.20890861954112,212.5,6.29109138045888,0.0,6.29109138045888,0.0,0.0,-467.21473208138036,486.625,19.410267918619393,0.0,19.410267918619393
radiation,sun,2295.0,38.25,300.6171963222124,270.0,1.0,1000.0,0.0,0.0,-206.21675378902881,212.5,6.2832462109711855,0.0,6.2832462109711855,0.0,0.0,-468.2458158503255,487.6875,19.44168414967425,0.0,19.44168414967425
radiation,sun,2300.0,38.333333,300.6181924191563,270.0,1.0,1000.0,0.0,0.0,-206.22458925340172,212.5,6.275410746598283,0.0,6.275410746598283,0.0,0.0,-469.2769387965925,488.75,19.47306120340724,0.0,19.47306120340724
radiation,sun,2305.0,38.416667,300.6191872739143,270.0,1.0,1000.0,0.0,0.0,-206.23241502447118,212.5,6.26758497552882,0.0,6.26758497552882,0.0,0.0,-470.3081008717149,489.8125,19.504399128284884,0.0,19.504399128284884
radiation,sun,2310.0,38.5,300.6201808880232,270.0,1.0,1000.0,0.0,0.0,-206.24023111403474,212.5,6.259768885965258,0.0,6.259768885965258,0.0,0.0,-471.33930202728504,490.875,19.53569797271471,0.0,19.53569797271471
radiation,sun,2315.0,38.583333,300.6211732630178,270.0,1.0,1000.0,0.0,0.0,-206.24803753387602,212.5,6.2519624661239845,0.0,6.2519624661239845,0.0,0.0,-472.37054221495447,491.9375,19.566957785045332,0.0,19.566957785045332
radiation,sun,2320.0,38.666667,300.6221644004312,270.0,1.0,1000.0,0.0,0.0,-206.25583429576426,212.5,6.244165704235741,0.0,6.244165704235741,0.0,0.0,-473.40182138643326,493.0,19.59817861356651,0.0,19.59817861356651
radiation,sun,2325.0,38.75,300.62315430179444,270.0,1.0,1000.0,0.0,0.0,-206.26362141145572,212.5,6.236378588544284,0.0,6.236378588544284,0.0,0.0,-474.43313949349056,494.0625,19.62936050650923,0.0,19.62936050650923
radiation,sun,2330.0,38.833333,300.6241429686369,270.0,1.0,1000.0,0.0,0.0,-206.27139889269188,212.5,6.228601107308123,0.0,6.228601107308123,0.0,0.0,-475.464496487954,495.125,19.66050351204577,0.0,19.66050351204577
radiation,sun,2335.0,38.916667,300.62513040248587,270.0,1.0,1000.0,0.0,0.0,-206.27916675120113,212.5,6.2208332487988685,0.0,6.2208332487988685,0.0,0.0,-476.4958923217101,496.1875,19.691607678289767,0.0,19.691607678289767
radiation,sun,2340.0,39.0,300.62611660486704,270.0,1.0,1000.0,0.0,0.0,-206.28692499869766,212.5,6.213075001302343,0.0,6.213075001302343,0.0,0.0,-477.52732694670357,497.25,19.722673053296276,0.0,19.722673053296276
radiation,sun,2345.0,39.083333,300.627101577304,270.0,1.0,1000.0,0.0,0.0,-206.29467364688242,212.5,6.205326353117584,0.0,6.205326353117584,0.0,0.0,-478.55880031493797,498.3125,19.753699685061864,0.0,19.753699685061864
radiation,sun,2350.0,39.166667,300.62808532131874,270.0,1.0,1000.0,0.0,0.0,-206.30241270744176,212.5,6.197587292558239,0.0,6.197587292558239,0.0,0.0,-479.5903123784752,499.375,19.784687621524657,0.0,19.784687621524657
radiation,sun,2355.0,39.25,300.6290678384311,270.0,1.0,1000.0,0.0,0.0,-206.3101421920493,212.5,6.189857807950688,0.0,6.189857807950688,0.0,0.0,-480.6218630894354,500.4375,19.815636910564407,0.0,19.815636910564407
radiation,sun,2360.0,39.333333,300.6300491301593,270.0,1.0,1000.0,0.0,0.0,-206.31786211236397,212.5,6.182137887636031,0.0,6.182137887636031,0.0,0.0,-481.6534523999972,501.5,19.846547600002587,0.0,19.846547600002587
radiation,sun,2365.0,39.416667,300.63102919801963,270.0,1.0,1000.0,0.0,0.0,-206.3255724800311,212.5,6.174427519968901,0.0,6.174427519968901,0.0,0.0,-482.6850802623974,502.5625,19.87741973760243,0.0,19.87741973760243
radiation,sun,2370.0,39.5,300.6320080435265,270.0,1.0,1000.0,0.0,0.0,-206.33327330668314,212.5,6.1667266933168605,0.0,6.1667266933168605,0.0,0.0,-483.71674662893076,503.625,19.908253371069016,0.0,19.908253371069016
radiation,sun,2375.0,39.583333,300.6329856681926,270.0,1.0,1000.0,0.0,0.0,-206.34096460393803,212.5,6.159035396061967,0.0,6.159035396061967,0.0,0.0,-484.7484514519505,504.6875,19.939048548049325,0.0,19.939048548049325
radiation,sun,2380.0,39.666667,300.63396207352855,270.0,1.0,1000.0,0.0,0.0,-206.3486463834004,212.5,6.151353616599607,0.0,6.151353616599607,0.0,0.0,-485.7801946838674,505.75,19.969805316132327,0.0,19.969805316132327
radiation,sun,2385.0,39.75,300.6349372610434,270.0,1.0,1000.0,0.0,0.0,-206.35631865666068,212.5,6.143681343339324,0.0,6.143681343339324,0.0,0.0,-486.81197627715073,506.8125,20.00052372284902,0.0,20.00052372284902
radiation,sun,2390.0,39.833333,300.6359112322441,270.0,1.0,1000.0,0.0,0.0,-206.3639814352965,212.5,6.136018564703505,0.0,6.136018564703505,0.0,0.0,-487.84379618432723,507.875,20.03120381567254,0.0,20.03120381567254
radiation,sun,2395.0,39.916667,300.63688398863604,270.0,1.0,1000.0,0.0,0.0,-206.37163473087114,212.5,6.128365269128864,0.0,6.128365269128864,0.0,0.0,-488.8756543579816,508.9375,20.061845642018184,0.0,20.061845642018184
radiation,sun,2400.0,40.0,300.63785553172255,270.0,1.0,1000.0,0.0,0.0,-206.37927855493498,212.5,6.120721445065016,0.0,6.120721445065016,0.0,0.0,-489.90755075075623,510.0,20.092449249243508,0.0,20.092449249243508
radiation,sun,2405.0,40.083333,300.63882586300525,270.0,1.0,1000.0,0.0,0.0,-206.38691291902393,212.5,6.113087080976072,0.0,6.113087080976072,0.0,0.0,-490.93948531535136,511.0625,20.123014684648393,0.0,20.123014684648393
radiation,sun,2410.0,40.166667,300.6397949839839,270.0,1.0,1000.0,0.0,0.0,-206.39453783466107,212.5,6.105462165338935,0.0,6.105462165338935,0.0,0.0,-491.97145800452466,512.125,20.153541995475088,0.0,20.153541995475088
radiation,sun,2415.0,40.25,300.6407628961564,270.0,1.0,1000.0,0.0,0.0,-206.40215331335563,212.5,6.097846686644374,0.0,6.097846686644374,0.0,0.0,-493.00346877109143,513.1875,20.18403122890831,0.0,20.18403122890831
radiation,sun,2420.0,40.333333,300.6417296010188,270.0,1.0,1000.0,0.0,0.0,-206.4097593666028,212.5,6.090240633397201,0.0,6.090240633397201,0.0,0.0,-494.03551756792444,514.25,20.214482432075297,0.0,20.214482432075297
radiation,sun,2425.0,40.416667,300.6426951000655,270.0,1.0,1000.0,0.0,0.0,-206.4173560058849,212.5,6.082643994115102,0.0,6.082643994115102,0.0,0.0,-495.0676043479539,515.3125,20.24489565204587,0.0,20.24489565204587
radiation,sun,2430.0,40.5,300.64365939478887,270.0,1.0,1000.0,0.0,0.0,-206.42494324267062,212.5,6.075056757329378,0.0,6.075056757329378,0.0,0.0,-496.09972906416726,516.375,20.27527093583252,0.0,20.27527093583252
radiation,sun,2435.0,40.583333,300.6446224866796,270.0,1.0,1000.0,0.0,0.0,-206.43252108841472,212.5,6.067478911585283,0.0,6.067478911585283,0.0,0.0,-497.1318916696093,517.4375,20.305608330390445,0.0,20.305608330390445
radiation,sun,2440.0,40.666667,300.6455843772265,270.0,1.0,1000.0,0.0,0.0,-206.44008955455925,212.5,6.0599104454407495,0.0,6.0599104454407495,0.0,0.0,-498.1640921173821,518.5,20.335907882617647,0.0,20.335907882617647
radiation,sun,2445.0,40.75,300.6465450679166,270.0,1.0,1000.0,0.0,0.0,-206.44764865253165,212.5,6.0523513474683455,0.0,6.0523513474683455,0.0,0.0,-499.1963303606447,519.5625,20.36616963935499,0.0,20.36616963935499
radiation,sun,2450.0,40.833333,300.647504560235,270.0,1.0,1000.0,0.0,0.0,-206.45519839374703,212.5,6.044801606252975,0.0,6.044801606252975,0.0,0.0,-500.2286063526135,520.625,20.396393647386255,0.0,20.396393647386255
radiation,sun,2455.0,40.916667,300.64846285566523,270.0,1.0,1000.0,0.0,0.0,-206.46273878960605,212.5,6.03726121039395,0.0,6.03726121039395,0.0,0.0,-501.2609200465615,521.6875,20.426579953438225,0.0,20.426579953438225
radiation,sun,2460.0,41.0,300.6494199556888,270.0,1.0,1000.0,0.0,0.0,-206.47026985149682,212.5,6.029730148503177,0.0,6.029730148503177,0.0,0.0,-502.293271395819,522.75,20.45672860418074,0.0,20.45672860418074
radiation,sun,2465.0,41.083333,300.6503758617855,270.0,1.0,1000.0,0.0,0.0,-206.47779159079363,212.5,6.022208409206371,0.0,6.022208409206371,0.0,0.0,-503.32566035377295,523.8125,20.48683964622677,0.0,20.48683964622677
radiation,sun,2470.0,41.166667,300.6513305754333,270.0,1.0,1000.0,0.0,0.0,-206.48530401885688,212.5,6.01469598114312,0.0,6.01469598114312,0.0,0.0,-504.3580868738672,524.875,20.516913126132486,0.0,20.516913126132486
radiation,sun,2475.0,41.25,300.65228409810834,270.0,1.0,1000.0,0.0,0.0,-206.49280714703428,212.5,6.007192852965716,0.0,6.007192852965716,0.0,0.0,-505.3905509096024,525.9375,20.546949090397316,0.0,20.546949090397316
radiation,sun,2480.0,41.333333,300.65323643128505,270.0,1.0,1000.0,0.0,0.0,-206.50030098665988,212.5,5.99969901334012,0.0,5.99969901334012,0.0,0.0,-506.4230524145357,527.0,20.57694758546402,0.0,20.57694758546402
radiation,sun,2485.0,41.416667,300.654187576436,270.0,1.0,1000.0,0.0,0.0,-206.50778554905455,212.5,5.992214450945454,0.0,5.992214450945454,0.0,0.0,-507.4555913422809,528.0625,20.606908657718744,0.0,20.606908657718744
radiation,sun,2490.0,41.5,300.65513753503194,270.0,1.0,1000.0,0.0,0.0,-206.5152608455258,212.5,5.984739154474198,0.0,5.984739154474198,0.0,0.0,-508.48816764650854,529.125,20.636832353491116,0.0,20.636832353491116
radiation,sun,2495.0,41.583333,300.6560863085419,270.0,1.0,1000.0,0.0,0.0,-206.52272688736699,212.5,5.977273112633014,0.0,5.977273112633014,0.0,0.0,-509.5207812809454,530.1875,20.66671871905428,0.0,20.66671871905428
radiation,sun,2500.0,41.666667,300.65703389843304,270.0,1.0,1000.0,0.0,0.0,-206.5301836858595,212.5,5.969816314140502,0.0,5.969816314140502,0.0,0.0,-510.5534321993747,531.25,20.69656780062498,0.0,20.69656780062498
radiation,sun,2505.0,41.75,300.65798030617077,270.0,1.0,1000.0,0.0,0.0,-206.5376312522705,212.5,5.962368747729499,0.0,5.962368747729499,0.0,0.0,-511.58612035563607,532.3125,20.72637964436363,0.0,20.72637964436363
radiation,sun,2510.0,41.833333,300.65892553321873,270.0,1.0,1000.0,0.0,0.0,-206.5450695978539,212.5,5.95493040214609,0.0,5.95493040214609,0.0,0.0,-512.6188457036253,533.375,20.75615429637436,0.0,20.75615429637436
radiation,sun,2515.0,41.916667,300.6598695810388,270.0,1.0,1000.0,0.0,0.0,-206.55249873385065,212.5,5.947501266149345,0.0,5.947501266149345,0.0,0.0,-513.6516081972945,534.4375,20.78589180270511,0.0,20.78589180270511
radiation,sun,2520.0,42.0,300.6608124510909,270.0,1.0,1000.0,0.0,0.0,-206.55991867148845,212.5,5.940081328511553,0.0,5.940081328511553,0.0,0.0,-514.684407790652,535.5,20.815592209347667,0.0,20.815592209347667
radiation,sun,2525.0,42.083333,300.6617541448335,270.0,1.0,1000.0,0.0,0.0,-206.56732942198119,212.5,5.932670578018815,0.0,5.932670578018815,0.0,0.0,-515.7172444377619,536.5625,20.84525556223776,0.0,20.84525556223776
radiation,sun,2530.0,42.166667,300.6626946637229,270.0,1.0,1000.0,0.0,0.0,-206.57473099653043,212.5,5.925269003469566,0.0,5.925269003469566,0.0,0.0,-516.7501180927445,537.625,20.874881907255105,0.0,20.874881907255105
radiation,sun,2535.0,42.25,300.663634009214,270.0,1.0,1000.0,0.0,0.0,-206.58212340632343,212.5,5.917876593676567,0.0,5.917876593676567,0.0,0.0,-517.7830287097762,538.6875,20.90447129022349,0.0,20.90447129022349
radiation,sun,2540.0,42.333333,300.6645721827596,270.0,1.0,1000.0,0.0,0.0,-206.58950666253546,212.5,5.910493337464544,0.0,5.910493337464544,0.0,0.0,-518.8159762430888,539.75,20.934023756910815,0.0,20.934023756910815
radiation,sun,2545.0,42.416667,300.665509185811,270.0,1.0,1000.0,0.0,0.0,-206.59688077632774,212.5,5.903119223672263,0.0,5.903119223672263,0.0,0.0,-519.8489606469705,540.8125,20.963539353029176,0.0,20.963539353029176
radiation,sun,2550.0,42.5,300.66644501981756,270.0,1.0,1000.0,0.0,0.0,-206.6042457588482,212.5,5.895754241151792,0.0,5.895754241151792,0.0,0.0,-520.8819818757647,541.875,20.993018124234936,0.0,20.993018124234936
radiation,sun,2555.0,42.583333,300.66737968622687,270.0,1.0,1000.0,0.0,0.0,-206.6116016212325,212.5,5.888398378767505,0.0,5.888398378767505,0.0,0.0,-521.9150398838709,542.9375,21.022460116128773,0.0,21.022460116128773
radiation,sun,2560.0,42.666667,300.66831318648485,270.0,1.0,1000.0,0.0,0.0,-206.61894837460187,212.5,5.881051625398129,0.0,5.881051625398129,0.0,0.0,-522.9481346257439,544.0,21.05186537425576,0.0,21.05186537425576
radiation,sun,2565.0,42.75,300.6692455220356,270.0,1.0,1000.0,0.0,0.0,-206.62628603006567,212.5,5.873713969934329,0.0,5.873713969934329,0.0,0.0,-523.9812660558943,545.0625,21.08123394410543,0.0,21.08123394410543
radiation,sun,2570.0,42.833333,300.6701766943215,270.0,1.0,1000.0,0.0,0.0,-206.6336145987195,212.5,5.866385401280496,0.0,5.866385401280496,0.0,0.0,-525.0144341288878,546.125,21.110565871111834,0.0,21.110565871111834
radiation,sun,2575.0,42.916667,300.67110670478314,270.0,1.0,1000.0,0.0,0.0,-206.64093409164596,212.5,5.85906590835404,0.0,5.85906590835404,0.0,0.0,-526.047638799346,547.1875,21.139861200653606,0.0,21.139861200653606
radiation,sun,2580.0,43.0,300.67203555485935,270.0,1.0,1000.0,0.0,0.0,-206.64824451991436,212.5,5.851755480085643,0.0,5.851755480085643,0.0,0.0,-527.0808800219455,548.25,21.169119978054034,0.0,21.169119978054034
radiation,sun,2585.0,43.083333,300.6729632459872,270.0,1.0,1000.0,0.0,0.0,-206.65554589458162,212.5,5.844454105418379,0.0,5.844454105418379,0.0,0.0,-528.1141577514186,549.3125,21.198342248581124,0.0,21.198342248581124
radiation,sun,2590.0,43.166667,300.673889779602,270.0,1.0,1000.0,0.0,0.0,-206.66283822669078,212.5,5.837161773309219,0.0,5.837161773309219,0.0,0.0,-529.147471942552,550.375,21.22752805744767,0.0,21.22752805744767
radiation,sun,2595.0,43.25,300.67481515713735,270.0,1.0,1000.0,0.0,0.0,-206.67012152727207,212.5,5.829878472727927,0.0,5.829878472727927,0.0,0.0,-530.1808225501884,551.4375,21.256677449811313,0.0,21.256677449811313
radiation,sun,2600.0,43.333333,300.67573938002505,270.0,1.0,1000.0,0.0,0.0,-206.67739580734283,212.5,5.822604192657167,0.0,5.822604192657167,0.0,0.0,-531.2142095292252,552.5,21.285790470774597,0.0,21.285790470774597
radiation,sun,2605.0,43.416667,300.67666244969524,270.0,1.0,1000.0,0.0,0.0,-206.68466107790732,212.5,5.815338922092678,0.0,5.815338922092678,0.0,0.0,-532.2476328346147,553.5625,21.31486716538506,0.0,21.31486716538506
radiation,sun,2610.0,43.5,300.67758436757623,270.0,1.0,1000.0,0.0,0.0,-206.69191734995715,212.5,5.808082650042849,0.0,5.808082650042849,0.0,0.0,-533.2810924213645,554.625,21.343907578635278,0.0,21.343907578635278
