suite,scenario,time_s,time_min,temperature_K,ambient_K,surface_type,surface_K,light,sun_fraction,wind_m_s,q_conduction_W,q_convection_W,q_longwave_W,q_solar_W,q_radiation_W,q_internal_W,q_total_W,energy_conduction_kJ,energy_convection_kJ,energy_longwave_kJ,energy_solar_kJ,energy_radiation_kJ,energy_internal_kJ,energy_total_kJ
combined,hot_sun_wind_20,4395.0,73.25,287.9711126632574,270.0,hot,340.0,sun,1.0,20.0,780.4332121502434,-880.0070967048059,-112.96723382167116,212.5,99.53276617832884,0.0,-0.041118376233640674,3350.098130488071,-4128.4856673507375,-534.459914244727,933.9375,399.4775857552732,0.0,-378.9099511073947
combined,hot_sun_wind_20,4400.0,73.333333,287.9711062099555,270.0,hot,340.0,sun,1.0,20.0,780.4333100511394,-880.0067771050367,-112.96718874787794,212.5,99.53281125212206,0.0,-0.040655801775216105,3354.000297038327,-4132.885701236262,-535.0247501884664,935.0,399.9752498115338,0.0,-378.9101543864036
combined,hot_sun_wind_20,4405.0,73.416667,287.9710998292521,270.0,hot,340.0,sun,1.0,20.0,780.4334068506673,-880.006461100709,-112.96714418116002,212.5,99.53285581883998,0.0,-0.04019843120167366,3357.9024640725806,-4137.285733541767,-535.5895859093722,936.0625,400.47291409062797,0.0,-378.91035537855953
combined,hot_sun_wind_20,4410.0,73.5,287.97109352033056,270.0,hot,340.0,sun,1.0,20.0,780.4335025612181,-880.006148651373,-112.96710011581261,212.5,99.53289988418739,0.0,-0.039746205967489345,3361.8046315853867,-4141.685764285023,-536.1544214099513,937.125,400.97057859004894,0.0,-378.9105541095894
combined,hot_sun_wind_20,4415.0,73.583333,287.9710872823832,270.0,hot,340.0,sun,1.0,20.0,780.4335971950417,-880.005839717038,-112.96705654619565,212.5,99.53294345380435,0.0,-0.039299068192022446,3365.706799571362,-4146.085793483608,-536.7192566926823,938.1875,401.46824330731795,0.0,-378.91075060493034
combined,hot_sun_wind_20,4420.0,73.666667,287.9710811146117,270.0,hot,340.0,sun,1.0,20.0,780.4336907642517,-880.0055342581592,-112.96701346673184,212.5,99.53298653326816,0.0,-0.0388569606393645,3369.6089680251835,-4150.485821154899,-537.2840917600159,939.25,401.9659082399843,0.0,-378.9109448897335
combined,hot_sun_wind_20,4425.0,73.75,287.9710750162265,270.0,hot,340.0,sun,1.0,20.0,780.4337832808244,-880.0052322356391,-112.96697087190728,212.5,99.53302912809272,0.0,-0.038419826722019934,3373.5111369415877,-4154.885847316077,-537.8489266143754,940.3125,402.4635733856247,0.0,-378.91113698886716
combined,hot_sun_wind_20,4430.0,73.833333,287.97106898644705,270.0,hot,340.0,sun,1.0,20.0,780.4338747566023,-880.004933610818,-112.96692875626941,212.5,99.53307124373059,0.0,-0.03798761048501831,3377.4133063153704,-4159.2858719841315,-538.4137612581567,941.375,402.9612387418434,0.0,-378.91132692691957
combined,hot_sun_wind_20,4435.0,73.916667,287.9710630245016,270.0,hot,340.0,sun,1.0,20.0,780.4339652032943,-880.0046383454727,-112.96688711442768,212.5,99.53311288557232,0.0,-0.03756025660608486,3381.3154761413866,-4163.685895175859,-538.9785956937288,942.4375,403.4589043062712,0.0,-378.9115147282026
combined,hot_sun_wind_20,4440.0,74.0,287.9710571296269,270.0,hot,340.0,sun,1.0,20.0,780.4340546324763,-880.0043464018116,-112.96684594105196,212.5,99.53315405894804,0.0,-0.03713771038727032,3385.217646414549,-4168.085916907868,-539.5434299234341,943.5,403.956570076566,0.0,-378.9117004167545
combined,hot_sun_wind_20,4445.0,74.083333,287.97105130106854,270.0,hot,340.0,sun,1.0,20.0,780.4341430555965,-880.0040577424636,-112.96680523087183,212.5,99.53319476912817,0.0,-0.03671991773897787,3389.119817129827,-4172.4859371965795,-540.1082639495885,944.5625,404.45423605041157,0.0,-378.9118840163432
combined,hot_sun_wind_20,4450.0,74.166667,287.97104553808043,270.0,hot,340.0,sun,1.0,20.0,780.4342304839719,-880.0037723304832,-112.96676497867651,212.5,99.53323502132349,0.0,-0.03630682518786443,3393.021988282247,-4176.885956058232,-540.6730977744819,945.625,404.9519022255182,0.0,-378.91206555046915
combined,hot_sun_wind_20,4455.0,74.25,287.9710398399249,270.0,hot,340.0,sun,1.0,20.0,780.4343169287936,-880.0034901293369,-112.96672517931374,212.5,99.53327482068626,0.0,-0.03589837985707334,3396.924159866891,-4181.285973508879,-541.2379314003784,946.6875,405.44956859962167,0.0,-378.9122450423684
combined,hot_sun_wind_20,4460.0,74.333333,287.9710342058726,270.0,hot,340.0,sun,1.0,20.0,780.4344024011264,-880.0032111029034,-112.96668582768908,212.5,99.53331417231092,0.0,-0.03549452946609222,3400.8263318788963,-4185.685989564393,-541.8027648295168,947.75,405.94723517048317,0.0,-378.91242251501575
combined,hot_sun_wind_20,4465.0,74.416667,287.9710286352024,270.0,hot,340.0,sun,1.0,20.0,780.4344869119107,-880.0029352154675,-112.96664691876539,212.5,99.53335308123461,0.0,-0.03509522232219808,3404.7285043134557,-4190.08600424047,-542.3675980641108,948.8125,406.44490193588933,0.0,-378.91259799112737
combined,hot_sun_wind_20,4470.0,74.5,287.97102312720125,270.0,hot,340.0,sun,1.0,20.0,780.434570471964,-880.0026624317147,-112.96660844756234,212.5,99.53339155243766,0.0,-0.03470040731308188,3408.6306771658155,-4194.486017552629,-542.9324311063485,949.875,406.9425688936515,0.0,-378.9127714931639
combined,hot_sun_wind_20,4475.0,74.583333,287.97101768116414,270.0,hot,340.0,sun,1.0,20.0,780.4346530919813,-880.0023927167321,-112.96657040915574,212.5,99.53342959084426,0.0,-0.03431003390647902,3412.5328504312756,-4198.886029516213,-543.4972639583943,950.9375,407.4402360416058,0.0,-378.9129430433334
combined,hot_sun_wind_20,4480.0,74.666667,287.97101229639395,270.0,hot,340.0,sun,1.0,20.0,780.4347347825378,-880.0021260359954,-112.96653279867675,212.5,99.53346720132325,0.0,-0.033924052134324256,3416.4350241051884,-4203.286040146393,-544.0620966223877,952.0,407.9379033776124,0.0,-378.91311266359406
combined,hot_sun_wind_20,4485.0,74.75,287.97100697220145,270.0,hot,340.0,sun,1.0,20.0,780.4348155540907,-880.0018623553681,-112.96649561131079,212.5,99.53350438868921,0.0,-0.033542412588133175,3420.337198182959,-4207.68604945817,-544.6269291004442,953.0625,408.4355708995558,0.0,-378.913280375657
combined,hot_sun_wind_20,4490.0,74.833333,287.9710017079052,270.0,hot,340.0,sun,1.0,20.0,780.4348954169782,-880.0016016411,-112.96645884229804,212.5,99.53354115770196,0.0,-0.03316506641988326,3424.239372660044,-4212.086057466375,-545.1917613946557,954.125,408.93323860534434,0.0,-378.91344620098914
combined,hot_sun_wind_20,4495.0,74.916667,287.9709965028313,270.0,hot,340.0,sun,1.0,20.0,780.434974381422,-880.0013438598229,-112.96642248693237,212.5,99.53357751306763,0.0,-0.03279196533330264,3428.1415475319513,-4216.486064185673,-545.7565935070903,955.1875,409.4309064929096,0.0,-378.91361016081584
combined,hot_sun_wind_20,4500.0,75.0,287.9709913563136,270.0,hot,340.0,sun,1.0,20.0,780.4350524575301,-880.001088978538,-112.96638654055995,212.5,99.53361345944005,0.0,-0.03242306156779762,3432.043722794239,-4220.886069630566,-546.3214254397932,956.25,409.92857456020687,0.0,-378.9137722761236
combined,hot_sun_wind_20,4505.0,75.083333,287.9709862676933,270.0,hot,340.0,sun,1.0,20.0,780.4351296552957,-880.0008369646229,-112.96635099857978,212.5,99.53364900142022,0.0,-0.03205830790697917,3435.9458984425155,-4225.2860738153895,-546.8862571947861,957.3125,410.426242805214,0.0,-378.9139325676632
combined,hot_sun_wind_20,4510.0,75.166667,287.97098123631906,270.0,hot,340.0,sun,1.0,20.0,780.4352059846002,-880.0005877858194,-112.9663158564424,212.5,99.5336841435576,0.0,-0.031697657661652556,3439.8480744724384,-4229.6860767543185,-547.4510887740682,958.375,410.9239112259317,0.0,-378.9140910559515
combined,hot_sun_wind_20,4515.0,75.25,287.97097626154687,270.0,hot,340.0,sun,1.0,20.0,780.4352814552141,-880.0003414102317,-112.96628110964951,212.5,99.53371889035049,0.0,-0.03134106466717412,3443.7502508797147,-4234.08607846137,-548.0159201796165,959.4375,411.42157982038344,0.0,-378.9142477612748
combined,hot_sun_wind_20,4520.0,75.333333,287.97097134274,270.0,hot,340.0,sun,1.0,20.0,780.435356076797,-880.0000978063254,-112.96624675375354,212.5,99.53375324624646,0.0,-0.03098848328188808,3447.652427660099,-4238.486078950401,-548.5807514133853,960.5,411.9192485866147,0.0,-378.9144027036912
combined,hot_sun_wind_20,4525.0,75.416667,287.9709664792688,270.0,hot,340.0,sun,1.0,20.0,780.4354298589004,-879.9998569429196,-112.96621278435711,212.5,99.53378721564289,0.0,-0.030639868376255208,3451.5546048093934,-4242.886078235116,-549.145582477307,961.5625,412.41691752269287,0.0,-378.91455590303315
combined,hot_sun_wind_20,4530.0,75.5,287.9709616705108,270.0,hot,340.0,sun,1.0,20.0,780.4355028109683,-879.9996187891843,-112.96617919711203,212.5,99.53382080288797,0.0,-0.030295175328049595,3455.456782323448,-4247.286076329062,-549.7104133732927,962.625,412.9145866267073,0.0,-378.9147073789097
combined,hot_sun_wind_20,4535.0,75.583333,287.9709569158505,270.0,hot,340.0,sun,1.0,20.0,780.435574942338,-879.9993833146374,-112.9661459877193,212.5,99.5338540122807,0.0,-0.029954360018678017,3459.35896019816,-4251.686073245635,-550.2752441032312,963.6875,413.4122558967688,0.0,-378.91485715070985
combined,hot_sun_wind_20,4540.0,75.666667,287.97095221467924,270.0,hot,340.0,sun,1.0,20.0,780.4356462622428,-879.9991504891365,-112.96611315192789,212.5,99.53388684807211,0.0,-0.02961737882154125,3463.261138429471,-4256.086068998081,-550.840074668991,964.75,413.90992533100916,0.0,-378.91500523760396
combined,hot_sun_wind_20,4545.0,75.75,287.97094756639535,270.0,hot,340.0,sun,1.0,20.0,780.4357167798114,-879.9989202828813,-112.96608068553498,212.5,99.53391931446502,0.0,-0.029284188604847827,3467.16331701337,-4260.4860635994955,-551.4049050724186,965.8125,414.4075949275815,0.0,-378.915151658547
combined,hot_sun_wind_20,4550.0,75.833333,287.9709429704038,270.0,hot,340.0,sun,1.0,20.0,780.4357865040697,-879.9986926664058,-112.96604858438471,212.5,99.53395141561529,0.0,-0.02895474672075693,3471.0654959458902,-4264.886057062827,-551.9697353153406,966.875,414.9052646846595,0.0,-378.9152964322806
combined,hot_sun_wind_20,4555.0,75.916667,287.9709384261164,270.0,hot,340.0,sun,1.0,20.0,780.4358554439426,-879.998467610575,-112.96601684436823,212.5,99.53398315563177,0.0,-0.028629011000560922,3474.9676752231103,-4269.28604940088,-552.5345653995623,967.9375,415.4029346004377,0.0,-378.91543957733563
combined,hot_sun_wind_20,4560.0,76.0,287.97093393295137,270.0,hot,340.0,sun,1.0,20.0,780.4359236082541,-879.9982450865824,-112.9659854614228,212.5,99.5340145385772,0.0,-0.028306939751075788,3478.8698548411517,-4273.686040626312,-553.0993953268694,969.0,415.9006046731306,0.0,-378.9155811120344
combined,hot_sun_wind_20,4565.0,76.083333,287.9709294903336,270.0,hot,340.0,sun,1.0,20.0,780.4359910057294,-879.9980250659446,-112.96595443153129,212.5,99.53404556846871,0.0,-0.02798849174646989,3482.7720347961804,-4278.086030751643,-553.6642250990271,970.0625,416.398274900973,0.0,-378.9157210544931
combined,hot_sun_wind_20,4570.0,76.166667,287.97092509769453,270.0,hot,340.0,sun,1.0,20.0,780.4360576449958,-879.9978075204981,-112.96592375072174,212.5,99.53407624927826,0.0,-0.027673626224043346,3486.674215084405,-4282.486019789245,-554.2290547177807,971.125,416.8959452822193,0.0,-378.91585942262424
combined,hot_sun_wind_20,4575.0,76.25,287.9709207544719,270.0,hot,340.0,sun,1.0,20.0,780.4361235345821,-879.9975924223995,-112.96589341506733,212.5,99.53410658493267,0.0,-0.027362302884782252,3490.576395702078,-4286.886007751356,-554.7938841848561,972.1875,417.39361581514396,0.0,-378.9159962341387
