suite,scenario,time_s,time_min,temperature_K,ambient_K,wind_m_s,q_conduction_W,q_convection_W,q_longwave_W,q_solar_W,q_radiation_W,q_internal_W,q_total_W,energy_conduction_kJ,energy_convection_kJ,energy_longwave_kJ,energy_solar_kJ,energy_radiation_kJ,energy_internal_kJ,energy_total_kJ
convection,wind_6,1600.0,26.666667,282.304696443018,270.0,6.0,0.0,-216.1969364713741,0.0,0.0,0.0,0.0,-216.1969364713741,0.0,-557.402062044915,0.0,0.0,0.0,0.0,-557.402062044915
convection,wind_6,1605.0,26.75,282.2704749105364,270.0,6.0,0.0,-215.59565463413904,0.0,0.0,0.0,0.0,-215.59565463413904,0.0,-558.4800403180857,0.0,0.0,0.0,0.0,-558.4800403180857
convection,wind_6,1610.0,26.833333,282.2363485541764,270.0,6.0,0.0,-214.99604506781478,0.0,0.0,0.0,0.0,-214.99604506781478,0.0,-559.5550205434248,0.0,0.0,0.0,0.0,-559.5550205434248
convection,wind_6,1615.0,26.916667,282.2023171092365,270.0,6.0,0.0,-214.39810312151954,0.0,0.0,0.0,0.0,-214.39810312151954,0.0,-560.6270110590324,0.0,0.0,0.0,0.0,-560.6270110590324
convection,wind_6,1620.0,27.0,282.1683803117512,270.0,6.0,0.0,-213.80182415730937,0.0,0.0,0.0,0.0,-213.80182415730937,0.0,-561.696020179819,0.0,0.0,0.0,0.0,-561.696020179819
convection,wind_6,1625.0,27.083333,282.13453789848927,270.0,6.0,0.0,-213.20720355013623,0.0,0.0,0.0,0.0,-213.20720355013623,0.0,-562.7620561975697,0.0,0.0,0.0,0.0,-562.7620561975697
convection,wind_6,1630.0,27.166667,282.10078960695154,270.0,6.0,0.0,-212.61423668781705,0.0,0.0,0.0,0.0,-212.61423668781705,0.0,-563.8251273810088,0.0,0.0,0.0,0.0,-563.8251273810088
convection,wind_6,1635.0,27.25,282.06713517536883,270.0,6.0,0.0,-212.02291897099602,0.0,0.0,0.0,0.0,-212.02291897099602,0.0,-564.8852419758638,0.0,0.0,0.0,0.0,-564.8852419758638
convection,wind_6,1640.0,27.333333,282.0335743427001,270.0,6.0,0.0,-211.43324581310756,0.0,0.0,0.0,0.0,-211.43324581310756,0.0,-565.9424082049293,0.0,0.0,0.0,0.0,-565.9424082049293
convection,wind_6,1645.0,27.416667,282.0001068486302,270.0,6.0,0.0,-210.84521264034373,0.0,0.0,0.0,0.0,-210.84521264034373,0.0,-566.996634268131,0.0,0.0,0.0,0.0,-566.996634268131
convection,wind_6,1650.0,27.5,281.96673243356804,270.0,6.0,0.0,-210.25881489161603,0.0,0.0,0.0,0.0,-210.25881489161603,0.0,-568.0479283425891,0.0,0.0,0.0,0.0,-568.0479283425891
convection,wind_6,1655.0,27.583333,281.9334508386445,270.0,6.0,0.0,-209.67404801852183,0.0,0.0,0.0,0.0,-209.67404801852183,0.0,-569.0962985826817,0.0,0.0,0.0,0.0,-569.0962985826817
convection,wind_6,1660.0,27.666667,281.90026180571033,270.0,6.0,0.0,-209.09090748530838,0.0,0.0,0.0,0.0,-209.09090748530838,0.0,-570.1417531201083,0.0,0.0,0.0,0.0,-570.1417531201083
convection,wind_6,1665.0,27.75,281.86716507733433,270.0,6.0,0.0,-208.50938876883694,0.0,0.0,0.0,0.0,-208.50938876883694,0.0,-571.1843000639525,0.0,0.0,0.0,0.0,-571.1843000639525
convection,wind_6,1670.0,27.833333,281.8341603968012,270.0,6.0,0.0,-207.92948735854904,0.0,0.0,0.0,0.0,-207.92948735854904,0.0,-572.2239475007452,0.0,0.0,0.0,0.0,-572.2239475007452
convection,wind_6,1675.0,27.916667,281.8012475081097,270.0,6.0,0.0,-207.35119875643042,0.0,0.0,0.0,0.0,-207.35119875643042,0.0,-573.2607034945274,0.0,0.0,0.0,0.0,-573.2607034945274
convection,wind_6,1680.0,28.0,281.76842615597053,270.0,6.0,0.0,-206.77451847697742,0.0,0.0,0.0,0.0,-206.77451847697742,0.0,-574.2945760869123,0.0,0.0,0.0,0.0,-574.2945760869123
convection,wind_6,1685.0,28.083333,281.7356960858043,270.0,6.0,0.0,-206.19944204716086,0.0,0.0,0.0,0.0,-206.19944204716086,0.0,-575.3255732971481,0.0,0.0,0.0,0.0,-575.3255732971481
convection,wind_6,1690.0,28.166667,281.7030570437398,270.0,6.0,0.0,-205.6259650063914,0.0,0.0,0.0,0.0,-205.6259650063914,0.0,-576.35370312218,0.0,0.0,0.0,0.0,-576.35370312218
convection,wind_6,1695.0,28.25,281.6705087766118,270.0,6.0,0.0,-205.05408290648657,0.0,0.0,0.0,0.0,-205.05408290648657,0.0,-577.3789735367125,0.0,0.0,0.0,0.0,-577.3789735367125
convection,wind_6,1700.0,28.333333,281.6380510319592,270.0,6.0,0.0,-204.48379131163392,0.0,0.0,0.0,0.0,-204.48379131163392,0.0,-578.4013924932707,0.0,0.0,0.0,0.0,-578.4013924932707
convection,wind_6,1705.0,28.416667,281.605683558023,270.0,6.0,0.0,-203.91508579835818,0.0,0.0,0.0,0.0,-203.91508579835818,0.0,-579.4209679222625,0.0,0.0,0.0,0.0,-579.4209679222625
convection,wind_6,1710.0,28.5,281.57340610374433,270.0,6.0,0.0,-203.34796195548634,0.0,0.0,0.0,0.0,-203.34796195548634,0.0,-580.4377077320399,0.0,0.0,0.0,0.0,-580.4377077320399
convection,wind_6,1715.0,28.583333,281.54121841876275,270.0,6.0,0.0,-202.78241538411393,0.0,0.0,0.0,0.0,-202.78241538411393,0.0,-581.4516198089606,0.0,0.0,0.0,0.0,-581.4516198089606
convection,wind_6,1720.0,28.666667,281.5091202534139,270.0,6.0,0.0,-202.21844169757094,0.0,0.0,0.0,0.0,-202.21844169757094,0.0,-582.4627120174484,0.0,0.0,0.0,0.0,-582.4627120174484
convection,wind_6,1725.0,28.75,281.477111358728,270.0,6.0,0.0,-201.6560365213862,0.0,0.0,0.0,0.0,-201.6560365213862,0.0,-583.4709922000553,0.0,0.0,0.0,0.0,-583.4709922000553
convection,wind_6,1730.0,28.833333,281.44519148642746,270.0,6.0,0.0,-201.0951954932563,0.0,0.0,0.0,0.0,-201.0951954932563,0.0,-584.4764681775216,0.0,0.0,0.0,0.0,-584.4764681775216
convection,wind_6,1735.0,28.916667,281.4133603889254,270.0,6.0,0.0,-200.53591426300892,0.0,0.0,0.0,0.0,-200.53591426300892,0.0,-585.4791477488367,0.0,0.0,0.0,0.0,-585.4791477488367
convection,wind_6,1740.0,29.0,281.3816178193234,270.0,6.0,0.0,-199.97818849257177,0.0,0.0,0.0,0.0,-199.97818849257177,0.0,-586.4790386912995,0.0,0.0,0.0,0.0,-586.4790386912995
convection,wind_6,1745.0,29.083333,281.3499635314098,270.0,6.0,0.0,-199.4220138559359,0.0,0.0,0.0,0.0,-199.4220138559359,0.0,-587.4761487605791,0.0,0.0,0.0,0.0,-587.4761487605791
convection,wind_6,1750.0,29.166667,281.3183972796576,270.0,6.0,0.0,-198.8673860391247,0.0,0.0,0.0,0.0,-198.8673860391247,0.0,-588.4704856907747,0.0,0.0,0.0,0.0,-588.4704856907747
convection,wind_6,1755.0,29.25,281.28691881922265,270.0,6.0,0.0,-198.31430074015915,0.0,0.0,0.0,0.0,-198.31430074015915,0.0,-589.4620571944755,0.0,0.0,0.0,0.0,-589.4620571944755
convection,wind_6,1760.0,29.333333,281.25552790594185,270.0,6.0,0.0,-197.7627536690249,0.0,0.0,0.0,0.0,-197.7627536690249,0.0,-590.4508709628207,0.0,0.0,0.0,0.0,-590.4508709628207
convection,wind_6,1765.0,29.416667,281.2242242963311,270.0,6.0,0.0,-197.2127405476384,0.0,0.0,0.0,0.0,-197.2127405476384,0.0,-591.4369346655589,0.0,0.0,0.0,0.0,-591.4369346655589
convection,wind_6,1770.0,29.5,281.1930077475835,270.0,6.0,0.0,-196.66425710981497,0.0,0.0,0.0,0.0,-196.66425710981497,0.0,-592.420255951108,0.0,0.0,0.0,0.0,-592.420255951108
convection,wind_6,1775.0,29.583333,281.16187801756746,270.0,6.0,0.0,-196.1172991012351,0.0,0.0,0.0,0.0,-196.1172991012351,0.0,-593.4008424466142,0.0,0.0,0.0,0.0,-593.4008424466142
convection,wind_6,1780.0,29.666667,281.1308348648247,270.0,6.0,0.0,-195.57186227941042,0.0,0.0,0.0,0.0,-195.57186227941042,0.0,-594.3787017580113,0.0,0.0,0.0,0.0,-594.3787017580113
convection,wind_6,1785.0,29.75,281.09987804856854,270.0,6.0,0.0,-195.027942413652,0.0,0.0,0.0,0.0,-195.027942413652,0.0,-595.3538414700795,0.0,0.0,0.0,0.0,-595.3538414700795
convection,wind_6,1790.0,29.833333,281.069007328682,270.0,6.0,0.0,-194.48553528503726,0.0,0.0,0.0,0.0,-194.48553528503726,0.0,-596.3262691465047,0.0,0.0,0.0,0.0,-596.3262691465047
convection,wind_6,1795.0,29.916667,281.03822246571593,270.0,6.0,0.0,-193.94463668637727,0.0,0.0,0.0,0.0,-193.94463668637727,0.0,-597.2959923299366,0.0,0.0,0.0,0.0,-597.2959923299366
convection,wind_6,1800.0,30.0,281.00752322088704,270.0,6.0,0.0,-193.40524242218484,0.0,0.0,0.0,0.0,-193.40524242218484,0.0,-598.2630185420475,0.0,0.0,0.0,0.0,-598.2630185420475
convection,wind_7,0.0,0.0,300.0,270.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
convection,wind_7,5.0,0.083333,299.9101619328813,270.0,7.0,0.0,-565.9798228476933,0.0,0.0,0.0,0.0,-565.9798228476933,0.0,-2.8298991142384664,0.0,0.0,0.0,0.0,-2.8298991142384664
convection,wind_7,10.0,0.166667,299.8205928950394,270.0,7.0,0.0,-564.2849384039325,0.0,0.0,0.0,0.0,-564.2849384039325,0.0,-5.651323806258129,0.0,0.0,0.0,0.0,-5.651323806258129
convection,wind_7,15.0,0.25,299.7312920808386,270.0,7.0,0.0,-562.5951294649193,0.0,0.0,0.0,0.0,-562.5951294649193,0.0,-8.464299453582726,0.0,0.0,0.0,0.0,-8.464299453582726
convection,wind_7,20.0,0.333333,299.64225868705586,270.0,7.0,0.0,-560.9103808315355,0.0,0.0,0.0,0.0,-560.9103808315355,0.0,-11.268851357740402,0.0,0.0,0.0,0.0,-11.268851357740402
convection,wind_7,25.0,0.416667,299.5534919128733,270.0,7.0,0.0,-559.2306773501791,0.0,0.0,0.0,0.0,-559.2306773501791,0.0,-14.065004744491297,0.0,0.0,0.0,0.0,-14.065004744491297
convection,wind_7,30.0,0.5,299.46499095987133,270.0,7.0,0.0,-557.5560039126258,0.0,0.0,0.0,0.0,-557.5560039126258,0.0,-16.852784764054427,0.0,0.0,0.0,0.0,-16.852784764054427
convection,wind_7,35.0,0.583333,299.3767550320212,270.0,7.0,0.0,-555.8863454558954,0.0,0.0,0.0,0.0,-555.8863454558954,0.0,-19.632216491333903,0.0,0.0,0.0,0.0,-19.632216491333903
convection,wind_7,40.0,0.666667,299.28878333567803,270.0,7.0,0.0,-554.2216869621149,0.0,0.0,0.0,0.0,-554.2216869621149,0.0,-22.40332492614448,0.0,0.0,0.0,0.0,-22.40332492614448
convection,wind_7,45.0,0.75,299.2010750795735,270.0,7.0,0.0,-552.5620134583842,0.0,0.0,0.0,0.0,-552.5620134583842,0.0,-25.1661349934364,0.0,0.0,0.0,0.0,-25.1661349934364
convection,wind_7,50.0,0.833333,299.113629474809,270.0,7.0,0.0,-550.9073100166403,0.0,0.0,0.0,0.0,-550.9073100166403,0.0,-27.920671543519603,0.0,0.0,0.0,0.0,-27.920671543519603
convection,wind_7,55.0,0.916667,299.0264457348481,270.0,7.0,0.0,-549.2575617535258,0.0,0.0,0.0,0.0,-549.2575617535258,0.0,-30.666959352287233,0.0,0.0,0.0,0.0,-30.666959352287233
convection,wind_7,60.0,1.0,298.93952307550995,270.0,7.0,0.0,-547.6127538302503,0.0,0.0,0.0,0.0,-547.6127538302503,0.0,-33.40502312143848,0.0,0.0,0.0,0.0,-33.40502312143848
convection,wind_7,65.0,1.083333,298.85286071496193,270.0,7.0,0.0,-545.9728714524618,0.0,0.0,0.0,0.0,-545.9728714524618,0.0,-36.1348874787008,0.0,0.0,0.0,0.0,-36.1348874787008
convection,wind_7,70.0,1.166667,298.76645787371274,270.0,7.0,0.0,-544.3378998701108,0.0,0.0,0.0,0.0,-544.3378998701108,0.0,-38.85657697805135,0.0,0.0,0.0,0.0,-38.85657697805135
convection,wind_7,75.0,1.25,298.6803137746052,270.0,7.0,0.0,-542.707824377319,0.0,0.0,0.0,0.0,-542.707824377319,0.0,-41.57011609993794,0.0,0.0,0.0,0.0,-41.57011609993794
convection,wind_7,80.0,1.333333,298.59442764280965,270.0,7.0,0.0,-541.0826303122441,0.0,0.0,0.0,0.0,-541.0826303122441,0.0,-44.27552925149916,0.0,0.0,0.0,0.0,-44.27552925149916
convection,wind_7,85.0,1.416667,298.5087987058165,270.0,7.0,0.0,-539.4623030569529,0.0,0.0,0.0,0.0,-539.4623030569529,0.0,-46.972840766783925,0.0,0.0,0.0,0.0,-46.972840766783925
convection,wind_7,90.0,1.5,298.42342619342963,270.0,7.0,0.0,-537.8468280372857,0.0,0.0,0.0,0.0,-537.8468280372857,0.0,-49.66207490697036,0.0,0.0,0.0,0.0,-49.66207490697036
convection,wind_7,95.0,1.583333,298.33830933775937,270.0,7.0,0.0,-536.2361907227263,0.0,0.0,0.0,0.0,-536.2361907227263,0.0,-52.34325586058399,0.0,0.0,0.0,0.0,-52.34325586058399
convection,wind_7,100.0,1.666667,298.2534473732155,270.0,7.0,0.0,-534.6303766262727,0.0,0.0,0.0,0.0,-534.6303766262727,0.0,-55.016407743715355,0.0,0.0,0.0,0.0,-55.016407743715355
convection,wind_7,105.0,1.75,298.16883953650057,270.0,7.0,0.0,-533.0293713043048,0.0,0.0,0.0,0.0,-533.0293713043048,0.0,-57.68155460023688,0.0,0.0,0.0,0.0,-57.68155460023688
convection,wind_7,110.0,1.833333,298.0844850666027,270.0,7.0,0.0,-531.4331603564564,0.0,0.0,0.0,0.0,-531.4331603564564,0.0,-60.33872040201916,0.0,0.0,0.0,0.0,-60.33872040201916
convection,wind_7,115.0,1.916667,298.00038320478916,270.0,7.0,0.0,-529.8417294254832,0.0,0.0,0.0,0.0,-529.8417294254832,0.0,-62.98792904914658,0.0,0.0,0.0,0.0,-62.98792904914658
convection,wind_7,120.0,2.0,297.91653319459914,270.0,7.0,0.0,-528.2550641971364,0.0,0.0,0.0,0.0,-528.2550641971364,0.0,-65.62920437013227,0.0,0.0,0.0,0.0,-65.62920437013227
convection,wind_7,125.0,2.083333,297.83293428183725,270.0,7.0,0.0,-526.6731504000323,0.0,0.0,0.0,0.0,-526.6731504000323,0.0,-68.26257012213243,0.0,0.0,0.0,0.0,-68.26257012213243
convection,wind_7,130.0,2.166667,297.74958571456654,270.0,7.0,0.0,-525.0959738055246,0.0,0.0,0.0,0.0,-525.0959738055246,0.0,-70.88804999116005,0.0,0.0,0.0,0.0,-70.88804999116005
convection,wind_7,135.0,2.25,297.6664867431018,270.0,7.0,0.0,-523.523520227575,0.0,0.0,0.0,0.0,-523.523520227575,0.0,-73.50566759229793,0.0,0.0,0.0,0.0,-73.50566759229793
convection,wind_7,140.0,2.333333,297.583636620003,270.0,7.0,0.0,-521.9557755226273,0.0,0.0,0.0,0.0,-521.9557755226273,0.0,-76.11544646991105,0.0,0.0,0.0,0.0,-76.11544646991105
convection,wind_7,145.0,2.416667,297.5010346000682,270.0,7.0,0.0,-520.3927255894815,0.0,0.0,0.0,0.0,-520.3927255894815,0.0,-78.71741009785846,0.0,0.0,0.0,0.0,-78.71741009785846
convection,wind_7,150.0,2.5,297.418679940327,270.0,7.0,0.0,-518.8343563691624,0.0,0.0,0.0,0.0,-518.8343563691624,0.0,-81.31158187970428,0.0,0.0,0.0,0.0,-81.31158187970428
convection,wind_7,155.0,2.583333,297.3365719000342,270.0,7.0,0.0,-517.2806538447963,0.0,0.0,0.0,0.0,-517.2806538447963,0.0,-83.89798514892826,0.0,0.0,0.0,0.0,-83.89798514892826
convection,wind_7,160.0,2.666667,297.2547097406625,270.0,7.0,0.0,-515.731604041486,0.0,0.0,0.0,0.0,-515.731604041486,0.0,-86.47664316913568,0.0,0.0,0.0,0.0,-86.47664316913568
convection,wind_7,165.0,2.75,297.1730927258965,270.0,7.0,0.0,-514.1871930261825,0.0,0.0,0.0,0.0,-514.1871930261825,0.0,-89.04757913426658,0.0,0.0,0.0,0.0,-89.04757913426658
convection,wind_7,170.0,2.833333,297.0917201216254,270.0,7.0,0.0,-512.6474069075612,0.0,0.0,0.0,0.0,-512.6474069075612,0.0,-91.61081616880439,0.0,0.0,0.0,0.0,-91.61081616880439
convection,wind_7,175.0,2.916667,297.0105911959372,270.0,7.0,0.0,-511.11223183589493,0.0,0.0,0.0,0.0,-511.11223183589493,0.0,-94.16637732798387,0.0,0.0,0.0,0.0,-94.16637732798387
convection,wind_7,180.0,3.0,296.9297052191113,270.0,7.0,0.0,-509.58165400293325,0.0,0.0,0.0,0.0,-509.58165400293325,0.0,-96.71428559799853,0.0,0.0,0.0,0.0,-96.71428559799853
convection,wind_7,185.0,3.083333,296.84906146361266,270.0,7.0,0.0,-508.05565964177435,0.0,0.0,0.0,0.0,-508.05565964177435,0.0,-99.2545638962074,0.0,0.0,0.0,0.0,-99.2545638962074
convection,wind_7,190.0,3.166667,296.7686592040846,270.0,7.0,0.0,-506.534235026744,0.0,0.0,0.0,0.0,-506.534235026744,0.0,-101.78723507134112,0.0,0.0,0.0,0.0,-101.78723507134112
convection,wind_7,195.0,3.25,296.6884977173428,270.0,7.0,0.0,-505.0173664732692,0.0,0.0,0.0,0.0,-505.0173664732692,0.0,-104.31232190370746,0.0,0.0,0.0,0.0,-104.31232190370746
convection,wind_7,200.0,3.333333,296.6085762823685,270.0,7.0,0.0,-503.50504033775786,0.0,0.0,0.0,0.0,-503.50504033775786,0.0,-106.82984710539624,0.0,0.0,0.0,0.0,-106.82984710539624
convection,wind_7,205.0,3.416667,296.52889418030225,270.0,7.0,0.0,-501.99724301747557,0.0,0.0,0.0,0.0,-501.99724301747557,0.0,-109.33983332048362,0.0,0.0,0.0,0.0,-109.33983332048362
convection,wind_7,210.0,3.5,296.4494506944371,270.0,7.0,0.0,-500.4939609504222,0.0,0.0,0.0,0.0,-500.4939609504222,0.0,-111.84230312523573,0.0,0.0,0.0,0.0,-111.84230312523573
convection,wind_7,215.0,3.583333,296.37024511021247,270.0,7.0,0.0,-498.9951806152098,0.0,0.0,0.0,0.0,-498.9951806152098,0.0,-114.33727902831178,0.0,0.0,0.0,0.0,-114.33727902831178
convection,wind_7,220.0,3.666667,296.2912767152076,270.0,7.0,0.0,-497.50088853094337,0.0,0.0,0.0,0.0,-497.50088853094337,0.0,-116.8247834709665,0.0,0.0,0.0,0.0,-116.8247834709665
convection,wind_7,225.0,3.75,296.212544799135,270.0,7.0,0.0,-496.0110712570955,0.0,0.0,0.0,0.0,-496.0110712570955,0.0,-119.30483882725197,0.0,0.0,0.0,0.0,-119.30483882725197
convection,wind_7,230.0,3.833333,296.13404865383444,270.0,7.0,0.0,-494.52571539338845,0.0,0.0,0.0,0.0,-494.52571539338845,0.0,-121.77746740421891,0.0,0.0,0.0,0.0,-121.77746740421891
convection,wind_7,235.0,3.916667,296.05578757326623,270.0,7.0,0.0,-493.04480757967383,0.0,0.0,0.0,0.0,-493.04480757967383,0.0,-124.24269144211729,0.0,0.0,0.0,0.0,-124.24269144211729
convection,wind_7,240.0,4.0,295.977760853505,270.0,7.0,0.0,-491.56833449581165,0.0,0.0,0.0,0.0,-491.56833449581165,0.0,-126.70053311459634,0.0,0.0,0.0,0.0,-126.70053311459634
convection,wind_7,245.0,4.083333,295.8999677927333,270.0,7.0,0.0,-490.09628286155015,0.0,0.0,0.0,0.0,-490.09628286155015,0.0,-129.15101452890408,0.0,0.0,0.0,0.0,-129.15101452890408
convection,wind_7,250.0,4.166667,295.82240769123547,270.0,7.0,0.0,-488.6286394364056,0.0,0.0,0.0,0.0,-488.6286394364056,0.0,-131.5941577260861,0.0,0.0,0.0,0.0,-131.5941577260861
convection,wind_7,255.0,4.25,295.7450798513911,270.0,7.0,0.0,-487.16539101954544,0.0,0.0,0.0,0.0,-487.16539101954544,0.0,-134.02998468118386,0.0,0.0,0.0,0.0,-134.02998468118386
convection,wind_7,260.0,4.333333,295.6679835776689,270.0,7.0,0.0,-485.7065244496684,0.0,0.0,0.0,0.0,-485.7065244496684,0.0,-136.4585173034322,0.0,0.0,0.0,0.0,-136.4585173034322
convection,wind_7,265.0,4.416667,295.5911181766205,270.0,7.0,0.0,-484.2520266048849,0.0,0.0,0.0,0.0,-484.2520266048849,0.0,-138.8797774364566,0.0,0.0,0.0,0.0,-138.8797774364566
convection,wind_7,270.0,4.5,295.5144829568741,270.0,7.0,0.0,-482.801884402602,0.0,0.0,0.0,0.0,-482.801884402602,0.0,-141.29378685846962,0.0,0.0,0.0,0.0,-141.29378685846962
convection,wind_7,275.0,4.583333,295.4380772291281,270.0,7.0,0.0,-481.35608479940265,0.0,0.0,0.0,0.0,-481.35608479940265,0.0,-143.70056728246664,0.0,0.0,0.0,0.0,-143.70056728246664
convection,wind_7,280.0,4.666667,295.3619003061454,270.0,7.0,0.0,-479.91461479092897,0.0,0.0,0.0,0.0,-479.91461479092897,0.0,-146.10014035642126,0.0,0.0,0.0,0.0,-146.10014035642126
convection,wind_7,285.0,4.75,295.2859515027467,270.0,7.0,0.0,-478.47746141176776,0.0,0.0,0.0,0.0,-478.47746141176776,0.0,-148.4925276634801,0.0,0.0,0.0,0.0,-148.4925276634801
convection,wind_7,290.0,4.833333,295.2102301358046,270.0,7.0,0.0,-477.0446117353311,0.0,0.0,0.0,0.0,-477.0446117353311,0.0,-150.87775072215678,0.0,0.0,0.0,0.0,-150.87775072215678
convection,wind_7,295.0,4.916667,295.1347355242373,270.0,7.0,0.0,-475.6160528737418,0.0,0.0,0.0,0.0,-475.6160528737418,0.0,-153.2558309865255,0.0,0.0,0.0,0.0,-153.2558309865255
convection,wind_7,300.0,5.0,295.0594669890028,270.0,7.0,0.0,-474.1917719777156,0.0,0.0,0.0,0.0,-474.1917719777156,0.0,-155.62678984641406,0.0,0.0,0.0,0.0,-155.62678984641406
convection,wind_7,305.0,5.083333,294.9844238530922,270.0,7.0,0.0,-472.7717562364469,0.0,0.0,0.0,0.0,-472.7717562364469,0.0,-157.9906486275963,0.0,0.0,0.0,0.0,-157.9906486275963
convection,wind_7,310.0,5.166667,294.9096054415244,270.0,7.0,0.0,-471.35599287749375,0.0,0.0,0.0,0.0,-471.35599287749375,0.0,-160.34742859198377,0.0,0.0,0.0,0.0,-160.34742859198377
convection,wind_7,315.0,5.25,294.8350110813392,270.0,7.0,0.0,-469.94446916666345,0.0,0.0,0.0,0.0,-469.94446916666345,0.0,-162.6971509378171,0.0,0.0,0.0,0.0,-162.6971509378171
convection,wind_7,320.0,5.333333,294.7606401015919,270.0,7.0,0.0,-468.5371724078951,0.0,0.0,0.0,0.0,-468.5371724078951,0.0,-165.03983679985657,0.0,0.0,0.0,0.0,-165.03983679985657
convection,wind_7,325.0,5.416667,294.68649183334696,270.0,7.0,0.0,-467.1340899431489,0.0,0.0,0.0,0.0,-467.1340899431489,0.0,-167.3755072495723,0.0,0.0,0.0,0.0,-167.3755072495723
convection,wind_7,330.0,5.5,294.612565609672,270.0,7.0,0.0,-465.73520915229136,0.0,0.0,0.0,0.0,-465.73520915229136,0.0,-169.70418329533376,0.0,0.0,0.0,0.0,-169.70418329533376
convection,wind_7,335.0,5.583333,294.53886076563185,270.0,7.0,0.0,-464.3405174529796,0.0,0.0,0.0,0.0,-464.3405174529796,0.0,-172.02588588259866,0.0,0.0,0.0,0.0,-172.02588588259866
convection,wind_7,340.0,5.666667,294.4653766382826,270.0,7.0,0.0,-462.9500023005509,0.0,0.0,0.0,0.0,-462.9500023005509,0.0,-174.34063589410144,0.0,0.0,0.0,0.0,-174.34063589410144
convection,wind_7,345.0,5.75,294.39211256666545,270.0,7.0,0.0,-461.56365118790893,0.0,0.0,0.0,0.0,-461.56365118790893,0.0,-176.64845415004098,0.0,0.0,0.0,0.0,-176.64845415004098
convection,wind_7,350.0,5.833333,294.31906789180107,270.0,7.0,0.0,-460.1814516454101,0.0,0.0,0.0,0.0,-460.1814516454101,0.0,-178.94936140826803,0.0,0.0,0.0,0.0,-178.94936140826803
convection,wind_7,355.0,5.916667,294.2462419566835,270.0,7.0,0.0,-458.8033912407532,0.0,0.0,0.0,0.0,-458.8033912407532,0.0,-181.2433783644718,0.0,0.0,0.0,0.0,-181.2433783644718
convection,wind_7,360.0,6.0,294.17363410627416,270.0,7.0,0.0,-457.4294575788677,0.0,0.0,0.0,0.0,-457.4294575788677,0.0,-183.53052565236615,0.0,0.0,0.0,0.0,-183.53052565236615
convection,wind_7,365.0,6.083333,294.1012436874961,270.0,7.0,0.0,-456.0596383018003,0.0,0.0,0.0,0.0,-456.0596383018003,0.0,-185.81082384387514,0.0,0.0,0.0,0.0,-185.81082384387514
convection,wind_7,370.0,6.166667,294.02907004922804,270.0,7.0,0.0,-454.6939210886042,0.0,0.0,0.0,0.0,-454.6939210886042,0.0,-188.08429344931815,0.0,0.0,0.0,0.0,-188.08429344931815
convection,wind_7,375.0,6.25,293.95711254229866,270.0,7.0,0.0,-453.33229365522993,0.0,0.0,0.0,0.0,-453.33229365522993,0.0,-190.3509549175943,0.0,0.0,0.0,0.0,-190.3509549175943
convection,wind_7,380.0,6.333333,293.8853705194805,270.0,7.0,0.0,-451.9747437544149,0.0,0.0,0.0,0.0,-451.9747437544149,0.0,-192.6108286363664,0.0,0.0,0.0,0.0,-192.6108286363664
convection,wind_7,385.0,6.416667,293.81384333548436,270.0,7.0,0.0,-450.62125917556943,0.0,0.0,0.0,0.0,-450.62125917556943,0.0,-194.8639349322442,0.0,0.0,0.0,0.0,-194.8639349322442
convection,wind_7,390.0,6.5,293.74253034695346,270.0,7.0,0.0,-449.27182774467207,0.0,0.0,0.0,0.0,-449.27182774467207,0.0,-197.11029407096757,0.0,0.0,0.0,0.0,-197.11029407096757
convection,wind_7,395.0,6.583333,293.67143091245754,270.0,7.0,0.0,-447.92643732415667,0.0,0.0,0.0,0.0,-447.92643732415667,0.0,-199.34992625758835,0.0,0.0,0.0,0.0,-199.34992625758835
convection,wind_7,400.0,6.666667,293.6005443924873,270.0,7.0,0.0,-446.5850758128043,0.0,0.0,0.0,0.0,-446.5850758128043,0.0,-201.58285163665238,0.0,0.0,0.0,0.0,-201.58285163665238
convection,wind_7,405.0,6.75,293.5298701494483,270.0,7.0,0.0,-445.2477311456357,0.0,0.0,0.0,0.0,-445.2477311456357,0.0,-203.80909029238055,0.0,0.0,0.0,0.0,-203.80909029238055
convection,wind_7,410.0,6.833333,293.45940754765564,270.0,7.0,0.0,-443.91439129379916,0.0,0.0,0.0,0.0,-443.91439129379916,0.0,-206.02866224884954,0.0,0.0,0.0,0.0,-206.02866224884954
convection,wind_7,415.0,6.916667,293.38915595332793,270.0,7.0,0.0,-442.58504426446603,0.0,0.0,0.0,0.0,-442.58504426446603,0.0,-208.24158747017188,0.0,0.0,0.0,0.0,-208.24158747017188
convection,wind_7,420.0,7.0,293.3191147345818,270.0,7.0,0.0,-441.2596781007204,0.0,0.0,0.0,0.0,-441.2596781007204,0.0,-210.44788586067548,0.0,0.0,0.0,0.0,-210.44788586067548
convection,wind_7,425.0,7.083333,293.249283261426,270.0,7.0,0.0,-439.9382808814542,0.0,0.0,0.0,0.0,-439.9382808814542,0.0,-212.64757726508273,0.0,0.0,0.0,0.0,-212.64757726508273
