suite,scenario,time_s,time_min,temperature_K,ambient_K,wind_m_s,q_conduction_W,q_convection_W,q_longwave_W,q_solar_W,q_radiation_W,q_internal_W,q_total_W,energy_conduction_kJ,energy_convection_kJ,energy_longwave_kJ,energy_solar_kJ,energy_radiation_kJ,energy_internal_kJ,energy_total_kJ
convection,wind_14,400.0,6.666667,291.4208364668764,270.0,14.0,0.0,-569.398824583035,0.0,0.0,0.0,0.0,-569.398824583035,0.0,-270.2436512933969,0.0,0.0,0.0,0.0,-270.2436512933969
convection,wind_14,405.0,6.75,291.330835441683,270.0,14.0,0.0,-567.006458718348,0.0,0.0,0.0,0.0,-567.006458718348,0.0,-273.07868358698863,0.0,0.0,0.0,0.0,-273.07868358698863
convection,wind_14,410.0,6.833333,291.2412125615984,270.0,14.0,0.0,-564.6241445330534,0.0,0.0,0.0,0.0,-564.6241445330534,0.0,-275.9018043096539,0.0,0.0,0.0,0.0,-275.9018043096539
convection,wind_14,415.0,6.916667,291.1519662378215,270.0,14.0,0.0,-562.2518397943705,0.0,0.0,0.0,0.0,-562.2518397943705,0.0,-278.7130635086258,0.0,0.0,0.0,0.0,-278.7130635086258
convection,wind_14,420.0,7.0,291.0630948882268,270.0,14.0,0.0,-559.8895024469656,0.0,0.0,0.0,0.0,-559.8895024469656,0.0,-281.51251102086064,0.0,0.0,0.0,0.0,-281.51251102086064
convection,wind_14,425.0,7.083333,290.97459693733595,270.0,14.0,0.0,-557.537090612201,0.0,0.0,0.0,0.0,-557.537090612201,0.0,-284.30019647392163,0.0,0.0,0.0,0.0,-284.30019647392163
convection,wind_14,430.0,7.166667,290.88647081629034,270.0,14.0,0.0,-555.1945625873955,0.0,0.0,0.0,0.0,-555.1945625873955,0.0,-287.07616928685866,0.0,0.0,0.0,0.0,-287.07616928685866
convection,wind_14,435.0,7.25,290.7987149628229,270.0,14.0,0.0,-552.8618768450847,0.0,0.0,0.0,0.0,-552.8618768450847,0.0,-289.84047867108404,0.0,0.0,0.0,0.0,-289.84047867108404
convection,wind_14,440.0,7.333333,290.71132782123044,270.0,14.0,0.0,-550.5389920322842,0.0,0.0,0.0,0.0,-550.5389920322842,0.0,-292.59317363124546,0.0,0.0,0.0,0.0,-292.59317363124546
convection,wind_14,445.0,7.416667,290.62430784234635,270.0,14.0,0.0,-548.225866969756,0.0,0.0,0.0,0.0,-548.225866969756,0.0,-295.33430296609424,0.0,0.0,0.0,0.0,-295.33430296609424
convection,wind_14,450.0,7.5,290.5376534835128,270.0,14.0,0.0,-545.9224606512815,0.0,0.0,0.0,0.0,-545.9224606512815,0.0,-298.0639152693506,0.0,0.0,0.0,0.0,-298.0639152693506
convection,wind_14,455.0,7.583333,290.45136320855363,270.0,14.0,0.0,-543.6287322429309,0.0,0.0,0.0,0.0,-543.6287322429309,0.0,-300.7820589305653,0.0,0.0,0.0,0.0,-300.7820589305653
convection,wind_14,460.0,7.666667,290.36543548774694,270.0,14.0,0.0,-541.3446410823404,0.0,0.0,0.0,0.0,-541.3446410823404,0.0,-303.488782135977,0.0,0.0,0.0,0.0,-303.488782135977
convection,wind_14,465.0,7.75,290.27986879779803,270.0,14.0,0.0,-539.0701466779934,0.0,0.0,0.0,0.0,-539.0701466779934,0.0,-306.184132869367,0.0,0.0,0.0,0.0,-306.184132869367
convection,wind_14,470.0,7.833333,290.19466162181254,270.0,14.0,0.0,-536.8052087084981,0.0,0.0,0.0,0.0,-536.8052087084981,0.0,-308.86815891290945,0.0,0.0,0.0,0.0,-308.86815891290945
convection,wind_14,475.0,7.916667,290.1098124492694,270.0,14.0,0.0,-534.5497870218785,0.0,0.0,0.0,0.0,-534.5497870218785,0.0,-311.5409078480189,0.0,0.0,0.0,0.0,-311.5409078480189
convection,wind_14,480.0,8.0,290.02531977599403,270.0,14.0,0.0,-532.3038416348592,0.0,0.0,0.0,0.0,-532.3038416348592,0.0,-314.2024270561932,0.0,0.0,0.0,0.0,-314.2024270561932
convection,wind_14,485.0,8.083333,289.94118210413177,270.0,14.0,0.0,-530.0673327321567,0.0,0.0,0.0,0.0,-530.0673327321567,0.0,-316.85276371985395,0.0,0.0,0.0,0.0,-316.85276371985395
convection,wind_14,490.0,8.166667,289.85739794212134,270.0,14.0,0.0,-527.8402206657722,0.0,0.0,0.0,0.0,-527.8402206657722,0.0,-319.4919648231828,0.0,0.0,0.0,0.0,-319.4919648231828
convection,wind_14,495.0,8.25,289.77396580466825,270.0,14.0,0.0,-525.622465954294,0.0,0.0,0.0,0.0,-525.622465954294,0.0,-322.12007715295425,0.0,0.0,0.0,0.0,-322.12007715295425
convection,wind_14,500.0,8.333333,289.6908842127187,270.0,14.0,0.0,-523.4140292821907,0.0,0.0,0.0,0.0,-523.4140292821907,0.0,-324.7371472993652,0.0,0.0,0.0,0.0,-324.7371472993652
convection,wind_14,505.0,8.416667,289.6081516934331,270.0,14.0,0.0,-521.2148714991205,0.0,0.0,0.0,0.0,-521.2148714991205,0.0,-327.3432216568608,0.0,0.0,0.0,0.0,-327.3432216568608
convection,wind_14,510.0,8.5,289.5257667801602,270.0,14.0,0.0,-519.024953619233,0.0,0.0,0.0,0.0,-519.024953619233,0.0,-329.93834642495693,0.0,0.0,0.0,0.0,-329.93834642495693
convection,wind_14,515.0,8.583333,289.44372801241093,270.0,14.0,0.0,-516.8442368204786,0.0,0.0,0.0,0.0,-516.8442368204786,0.0,-332.5225676090593,0.0,0.0,0.0,0.0,-332.5225676090593
convection,wind_14,520.0,8.666667,289.3620339358325,270.0,14.0,0.0,-514.6726824439226,0.0,0.0,0.0,0.0,-514.6726824439226,0.0,-335.09593102127894,0.0,0.0,0.0,0.0,-335.09593102127894
convection,wind_14,525.0,8.75,289.2806831021828,270.0,14.0,0.0,-512.510251993057,0.0,0.0,0.0,0.0,-512.510251993057,0.0,-337.65848228124423,0.0,0.0,0.0,0.0,-337.65848228124423
convection,wind_14,530.0,8.833333,289.19967406930454,270.0,14.0,0.0,-510.35690713311965,0.0,0.0,0.0,0.0,-510.35690713311965,0.0,-340.21026681690984,0.0,0.0,0.0,0.0,-340.21026681690984
convection,wind_14,535.0,8.916667,289.1190054010997,270.0,14.0,0.0,-508.21260969041515,0.0,0.0,0.0,0.0,-508.21260969041515,0.0,-342.7513298653619,0.0,0.0,0.0,0.0,-342.7513298653619
convection,wind_14,540.0,9.0,289.0386756675042,270.0,14.0,0.0,-506.07732165163634,0.0,0.0,0.0,0.0,-506.07732165163634,0.0,-345.2817164736201,0.0,0.0,0.0,0.0,-345.2817164736201
convection,wind_14,545.0,9.083333,288.95868344446245,270.0,14.0,0.0,-503.9510051631934,0.0,0.0,0.0,0.0,-503.9510051631934,0.0,-347.80147149943605,0.0,0.0,0.0,0.0,-347.80147149943605
convection,wind_14,550.0,9.166667,288.87902731390204,270.0,14.0,0.0,-501.83362253053804,0.0,0.0,0.0,0.0,-501.83362253053804,0.0,-350.3106396120887,0.0,0.0,0.0,0.0,-350.3106396120887
convection,wind_14,555.0,9.25,288.79970586370877,270.0,14.0,0.0,-499.72513621749863,0.0,0.0,0.0,0.0,-499.72513621749863,0.0,-352.8092652931762,0.0,0.0,0.0,0.0,-352.8092652931762
convection,wind_14,560.0,9.333333,288.72071768770155,270.0,14.0,0.0,-497.6255088456152,0.0,0.0,0.0,0.0,-497.6255088456152,0.0,-355.29739283740435,0.0,0.0,0.0,0.0,-355.29739283740435
convection,wind_14,565.0,9.416667,288.64206138560735,270.0,14.0,0.0,-495.53470319347696,0.0,0.0,0.0,0.0,-495.53470319347696,0.0,-357.7750663533717,0.0,0.0,0.0,0.0,-357.7750663533717
convection,wind_14,570.0,9.5,288.5637355630366,270.0,14.0,0.0,-493.45268219605805,0.0,0.0,0.0,0.0,-493.45268219605805,0.0,-360.242329764352,0.0,0.0,0.0,0.0,-360.242329764352
convection,wind_14,575.0,9.583333,288.48573883145815,270.0,14.0,0.0,-491.3794089440666,0.0,0.0,0.0,0.0,-491.3794089440666,0.0,-362.69922680907234,0.0,0.0,0.0,0.0,-362.69922680907234
convection,wind_14,580.0,9.666667,288.40806980817507,270.0,14.0,0.0,-489.314846683285,0.0,0.0,0.0,0.0,-489.314846683285,0.0,-365.14580104248876,0.0,0.0,0.0,0.0,-365.14580104248876
convection,wind_14,585.0,9.75,288.33072711629984,270.0,14.0,0.0,-487.2589588139224,0.0,0.0,0.0,0.0,-487.2589588139224,0.0,-367.5820958365584,0.0,0.0,0.0,0.0,-367.5820958365584
convection,wind_14,590.0,9.833333,288.25370938473003,270.0,14.0,0.0,-485.2117088899649,0.0,0.0,0.0,0.0,-485.2117088899649,0.0,-370.0081543810082,0.0,0.0,0.0,0.0,-370.0081543810082
convection,wind_14,595.0,9.916667,288.1770152481239,270.0,14.0,0.0,-483.1730606185285,0.0,0.0,0.0,0.0,-483.1730606185285,0.0,-372.4240196841008,0.0,0.0,0.0,0.0,-372.4240196841008
convection,wind_14,600.0,10.0,288.1006433468764,270.0,14.0,0.0,-481.1429778592138,0.0,0.0,0.0,0.0,-481.1429778592138,0.0,-374.82973457339693,0.0,0.0,0.0,0.0,-374.82973457339693
convection,wind_14,605.0,10.083333,288.02459232709487,270.0,14.0,0.0,-479.1214246234706,0.0,0.0,0.0,0.0,-479.1214246234706,0.0,-377.2253416965143,0.0,0.0,0.0,0.0,-377.2253416965143
convection,wind_14,610.0,10.166667,287.9488608405752,270.0,14.0,0.0,-477.10836507395595,0.0,0.0,0.0,0.0,-477.10836507395595,0.0,-379.61088352188403,0.0,0.0,0.0,0.0,-379.61088352188403
convection,wind_14,615.0,10.25,287.8734475447778,270.0,14.0,0.0,-475.1037635239004,0.0,0.0,0.0,0.0,-475.1037635239004,0.0,-381.9864023395035,0.0,0.0,0.0,0.0,-381.9864023395035
convection,wind_14,620.0,10.333333,287.79835110280374,270.0,14.0,0.0,-473.10758443647296,0.0,0.0,0.0,0.0,-473.10758443647296,0.0,-384.35194026168585,0.0,0.0,0.0,0.0,-384.35194026168585
convection,wind_14,625.0,10.416667,287.72357018337135,270.0,14.0,0.0,-471.119792424154,0.0,0.0,0.0,0.0,-471.119792424154,0.0,-386.70753922380663,0.0,0.0,0.0,0.0,-386.70753922380663
convection,wind_14,630.0,10.5,287.6491034607923,270.0,14.0,0.0,-469.14035224810743,0.0,0.0,0.0,0.0,-469.14035224810743,0.0,-389.0532409850472,0.0,0.0,0.0,0.0,-389.0532409850472
convection,wind_14,635.0,10.583333,287.5749496149482,270.0,14.0,0.0,-467.1692288175535,0.0,0.0,0.0,0.0,-467.1692288175535,0.0,-391.38908712913496,0.0,0.0,0.0,0.0,-391.38908712913496
convection,wind_14,640.0,10.666667,287.5011073312674,270.0,14.0,0.0,-465.2063871891505,0.0,0.0,0.0,0.0,-465.2063871891505,0.0,-393.7151190650807,0.0,0.0,0.0,0.0,-393.7151190650807
convection,wind_14,645.0,10.75,287.42757530070133,270.0,14.0,0.0,-463.25179256637455,0.0,0.0,0.0,0.0,-463.25179256637455,0.0,-396.0313780279126,0.0,0.0,0.0,0.0,-396.0313780279126
convection,wind_14,650.0,10.833333,287.3543522197015,270.0,14.0,0.0,-461.30541029889827,0.0,0.0,0.0,0.0,-461.30541029889827,0.0,-398.3379050794071,0.0,0.0,0.0,0.0,-398.3379050794071
convection,wind_14,655.0,10.916667,287.28143679019644,270.0,14.0,0.0,-459.36720588198165,0.0,0.0,0.0,0.0,-459.36720588198165,0.0,-400.63474110881697,0.0,0.0,0.0,0.0,-400.63474110881697
convection,wind_14,660.0,11.0,287.20882771956855,270.0,14.0,0.0,-457.4371449558578,0.0,0.0,0.0,0.0,-457.4371449558578,0.0,-402.9219268335963,0.0,0.0,0.0,0.0,-402.9219268335963
convection,wind_14,665.0,11.083333,287.1365237206312,270.0,14.0,0.0,-455.51519330512684,0.0,0.0,0.0,0.0,-455.51519330512684,0.0,-405.1995028001219,0.0,0.0,0.0,0.0,-405.1995028001219
convection,wind_14,670.0,11.166667,287.0645235116061,270.0,14.0,0.0,-453.6013168581434,0.0,0.0,0.0,0.0,-453.6013168581434,0.0,-407.4675093844126,0.0,0.0,0.0,0.0,-407.4675093844126
convection,wind_14,675.0,11.25,286.9928258161003,270.0,14.0,0.0,-451.69548168642086,0.0,0.0,0.0,0.0,-451.69548168642086,0.0,-409.7259867928447,0.0,0.0,0.0,0.0,-409.7259867928447
convection,wind_14,680.0,11.333333,286.9214293630838,270.0,14.0,0.0,-449.79765400402033,0.0,0.0,0.0,0.0,-449.79765400402033,0.0,-411.9749750628648,0.0,0.0,0.0,0.0,-411.9749750628648
convection,wind_14,685.0,11.416667,286.85033288686685,270.0,14.0,0.0,-447.907800166961,0.0,0.0,0.0,0.0,-447.907800166961,0.0,-414.21451406369965,0.0,0.0,0.0,0.0,-414.21451406369965
convection,wind_14,690.0,11.5,286.77953512707757,270.0,14.0,0.0,-446.0258866726181,0.0,0.0,0.0,0.0,-446.0258866726181,0.0,-416.4446434970627,0.0,0.0,0.0,0.0,-416.4446434970627
convection,wind_14,695.0,11.583333,286.70903482863963,270.0,14.0,0.0,-444.15188015912884,0.0,0.0,0.0,0.0,-444.15188015912884,0.0,-418.66540289785837,0.0,0.0,0.0,0.0,-418.66540289785837
convection,wind_14,700.0,11.666667,286.63883074175,270.0,14.0,0.0,-442.2857474048037,0.0,0.0,0.0,0.0,-442.2857474048037,0.0,-420.87683163488236,0.0,0.0,0.0,0.0,-420.87683163488236
convection,wind_14,705.0,11.75,286.5689216218567,270.0,14.0,0.0,-440.42745532753554,0.0,0.0,0.0,0.0,-440.42745532753554,0.0,-423.07896891152,0.0,0.0,0.0,0.0,-423.07896891152
convection,wind_14,710.0,11.833333,286.499306229637,270.0,14.0,0.0,-438.576970984214,0.0,0.0,0.0,0.0,-438.576970984214,0.0,-425.2718537664411,0.0,0.0,0.0,0.0,-425.2718537664411
convection,wind_14,715.0,11.916667,286.42998333097506,270.0,14.0,0.0,-436.73426157014325,0.0,0.0,0.0,0.0,-436.73426157014325,0.0,-427.45552507429187,0.0,0.0,0.0,0.0,-427.45552507429187
convection,wind_14,720.0,12.0,286.3609516969404,270.0,14.0,0.0,-434.8992944184554,0.0,0.0,0.0,0.0,-434.8992944184554,0.0,-429.63002154638417,0.0,0.0,0.0,0.0,-429.63002154638417
convection,wind_14,725.0,12.083333,286.29221010376585,270.0,14.0,0.0,-433.0720369995368,0.0,0.0,0.0,0.0,-433.0720369995368,0.0,-431.79538173138184,0.0,0.0,0.0,0.0,-431.79538173138184
convection,wind_14,730.0,12.166667,286.2237573328261,270.0,14.0,0.0,-431.25245692044786,0.0,0.0,0.0,0.0,-431.25245692044786,0.0,-433.951644015984,0.0,0.0,0.0,0.0,-433.951644015984
convection,wind_14,735.0,12.25,286.1555921706159,270.0,14.0,0.0,-429.44052192435055,0.0,0.0,0.0,0.0,-429.44052192435055,0.0,-436.09884662560574,0.0,0.0,0.0,0.0,-436.09884662560574
convection,wind_14,740.0,12.333333,286.0877134087286,270.0,14.0,0.0,-427.6361998899359,0.0,0.0,0.0,0.0,-427.6361998899359,0.0,-438.2370276250555,0.0,0.0,0.0,0.0,-438.2370276250555
convection,wind_14,745.0,12.416667,286.0201198438348,270.0,14.0,0.0,-425.8394588308545,0.0,0.0,0.0,0.0,-425.8394588308545,0.0,-440.36622491920974,0.0,0.0,0.0,0.0,-440.36622491920974
convection,wind_14,750.0,12.5,285.95281027766094,270.0,14.0,0.0,-424.05026689514995,0.0,0.0,0.0,0.0,-424.05026689514995,0.0,-442.4864762536855,0.0,0.0,0.0,0.0,-442.4864762536855
convection,wind_14,755.0,12.583333,285.88578351696816,270.0,14.0,0.0,-422.2685923646941,0.0,0.0,0.0,0.0,-422.2685923646941,0.0,-444.59781921550893,0.0,0.0,0.0,0.0,-444.59781921550893
convection,wind_14,760.0,12.666667,285.81903837353093,270.0,14.0,0.0,-420.4944036546246,0.0,0.0,0.0,0.0,-420.4944036546246,0.0,-446.7002912337821,0.0,0.0,0.0,0.0,-446.7002912337821
convection,wind_14,765.0,12.75,285.7525736641162,270.0,14.0,0.0,-418.7276693127835,0.0,0.0,0.0,0.0,-418.7276693127835,0.0,-448.793929580346,0.0,0.0,0.0,0.0,-448.793929580346
convection,wind_14,770.0,12.833333,285.6863882104624,270.0,14.0,0.0,-416.96835801916217,0.0,0.0,0.0,0.0,-416.96835801916217,0.0,-450.87877137044177,0.0,0.0,0.0,0.0,-450.87877137044177
convection,wind_14,775.0,12.916667,285.62048083925833,270.0,14.0,0.0,-415.2164385853461,0.0,0.0,0.0,0.0,-415.2164385853461,0.0,-452.9548535633685,0.0,0.0,0.0,0.0,-452.9548535633685
convection,wind_14,780.0,13.0,285.55485038212277,270.0,14.0,0.0,-413.47187995395797,0.0,0.0,0.0,0.0,-413.47187995395797,0.0,-455.0222129631383,0.0,0.0,0.0,0.0,-455.0222129631383
convection,wind_14,785.0,13.083333,285.4894956755834,270.0,14.0,0.0,-411.7346511981132,0.0,0.0,0.0,0.0,-411.7346511981132,0.0,-457.08088621912884,0.0,0.0,0.0,0.0,-457.08088621912884
convection,wind_14,790.0,13.166667,285.42441556105626,270.0,14.0,0.0,-410.00472152086775,0.0,0.0,0.0,0.0,-410.00472152086775,0.0,-459.13090982673316,0.0,0.0,0.0,0.0,-459.13090982673316
convection,wind_14,795.0,13.25,285.3596088848254,270.0,14.0,0.0,-408.28206025467176,0.0,0.0,0.0,0.0,-408.28206025467176,0.0,-461.1723201280065,0.0,0.0,0.0,0.0,-461.1723201280065
convection,wind_14,800.0,13.333333,285.2950744980221,270.0,14.0,0.0,-406.56663686082794,0.0,0.0,0.0,0.0,-406.56663686082794,0.0,-463.20515331231064,0.0,0.0,0.0,0.0,-463.20515331231064
convection,wind_14,805.0,13.416667,285.2308112566048,270.0,14.0,0.0,-404.8584209289486,0.0,0.0,0.0,0.0,-404.8584209289486,0.0,-465.2294454169554,0.0,0.0,0.0,0.0,-465.2294454169554
convection,wind_14,810.0,13.5,285.1668180213387,270.0,14.0,0.0,-403.15738217641814,0.0,0.0,0.0,0.0,-403.15738217641814,0.0,-467.24523232783747,0.0,0.0,0.0,0.0,-467.24523232783747
convection,wind_14,815.0,13.583333,285.10309365777556,270.0,14.0,0.0,-401.4634904478547,0.0,0.0,0.0,0.0,-401.4634904478547,0.0,-469.2525497800768,0.0,0.0,0.0,0.0,-469.2525497800768
convection,wind_14,820.0,13.666667,285.03963703623356,270.0,14.0,0.0,-399.77671571457597,0.0,0.0,0.0,0.0,-399.77671571457597,0.0,-471.25143335864965,0.0,0.0,0.0,0.0,-471.25143335864965
convection,wind_14,825.0,13.75,284.97644703177735,270.0,14.0,0.0,-398.0970280740677,0.0,0.0,0.0,0.0,-398.0970280740677,0.0,-473.24191849901996,0.0,0.0,0.0,0.0,-473.24191849901996
convection,wind_14,830.0,13.833333,284.9135225241981,270.0,14.0,0.0,-396.424397749453,0.0,0.0,0.0,0.0,-396.424397749453,0.0,-475.22404048776724,0.0,0.0,0.0,0.0,-475.22404048776724
convection,wind_14,835.0,13.916667,284.85086239799347,270.0,14.0,0.0,-394.75879508896423,0.0,0.0,0.0,0.0,-394.75879508896423,0.0,-477.1978344632121,0.0,0.0,0.0,0.0,-477.1978344632121
convection,wind_14,840.0,14.0,284.78846554234815,270.0,14.0,0.0,-393.10019056541745,0.0,0.0,0.0,0.0,-393.10019056541745,0.0,-479.16333541603916,0.0,0.0,0.0,0.0,-479.16333541603916
convection,wind_14,845.0,14.083333,284.7263308511139,270.0,14.0,0.0,-391.44855477568905,0.0,0.0,0.0,0.0,-391.44855477568905,0.0,-481.1205781899176,0.0,0.0,0.0,0.0,-481.1205781899176
convection,wind_14,850.0,14.166667,284.6644572227901,270.0,14.0,0.0,-389.80385844019537,0.0,0.0,0.0,0.0,-389.80385844019537,0.0,-483.0695974821186,0.0,0.0,0.0,0.0,-483.0695974821186
convection,wind_14,855.0,14.25,284.60284356050397,270.0,14.0,0.0,-388.1660724023717,0.0,0.0,0.0,0.0,-388.1660724023717,0.0,-485.01042784413045,0.0,0.0,0.0,0.0,-485.01042784413045
convection,wind_14,860.0,14.333333,284.54148877199157,270.0,14.0,0.0,-386.5351676281564,0.0,0.0,0.0,0.0,-386.5351676281564,0.0,-486.9431036822712,0.0,0.0,0.0,0.0,-486.9431036822712
convection,wind_14,865.0,14.416667,284.480391769578,270.0,14.0,0.0,-384.91111520547787,0.0,0.0,0.0,0.0,-384.91111520547787,0.0,-488.8676592582986,0.0,0.0,0.0,0.0,-488.8676592582986
convection,wind_14,870.0,14.5,284.41955147015835,270.0,14.0,0.0,-383.29388634373834,0.0,0.0,0.0,0.0,-383.29388634373834,0.0,-490.78412869001727,0.0,0.0,0.0,0.0,-490.78412869001727
convection,wind_14,875.0,14.583333,284.35896679517845,270.0,14.0,0.0,-381.6834523733082,0.0,0.0,0.0,0.0,-381.6834523733082,0.0,-492.69254595188386,0.0,0.0,0.0,0.0,-492.69254595188386
convection,wind_14,880.0,14.666667,284.29863667061574,270.0,14.0,0.0,-380.0797847450119,0.0,0.0,0.0,0.0,-380.0797847450119,0.0,-494.5929448756089,0.0,0.0,0.0,0.0,-494.5929448756089
convection,wind_14,885.0,14.75,284.2385600269602,270.0,14.0,0.0,-378.4828550296278,0.0,0.0,0.0,0.0,-378.4828550296278,0.0,-496.485359150757,0.0,0.0,0.0,0.0,-496.485359150757
convection,wind_14,890.0,14.833333,284.1787357991956,270.0,14.0,0.0,-376.89263491737984,0.0,0.0,0.0,0.0,-376.89263491737984,0.0,-498.36982232534393,0.0,0.0,0.0,0.0,-498.36982232534393
convection,wind_14,895.0,14.916667,284.1191629267801,270.0,14.0,0.0,-375.30909621743973,0.0,0.0,0.0,0.0,-375.30909621743973,0.0,-500.24636780643107,0.0,0.0,0.0,0.0,-500.24636780643107
convection,wind_14,900.0,15.0,284.05984035362815,270.0,14.0,0.0,-373.7322108574212,0.0,0.0,0.0,0.0,-373.7322108574212,0.0,-502.1150288607182,0.0,0.0,0.0,0.0,-502.1150288607182
convection,wind_14,905.0,15.083333,284.00076702809116,270.0,14.0,0.0,-372.1619508828878,0.0,0.0,0.0,0.0,-372.1619508828878,0.0,-503.9758386151326,0.0,0.0,0.0,0.0,-503.9758386151326
convection,wind_14,910.0,15.166667,283.9419419029393,270.0,14.0,0.0,-370.5982884568553,0.0,0.0,0.0,0.0,-370.5982884568553,0.0,-505.8288300574169,0.0,0.0,0.0,0.0,-505.8288300574169
convection,wind_14,915.0,15.25,283.8833639353426,270.0,14.0,0.0,-369.04119585929914,0.0,0.0,0.0,0.0,-369.04119585929914,0.0,-507.67403603671335,0.0,0.0,0.0,0.0,-507.67403603671335
convection,wind_14,920.0,15.333333,283.8250320868526,270.0,14.0,0.0,-367.4906454866615,0.0,0.0,0.0,0.0,-367.4906454866615,0.0,-509.51148926414663,0.0,0.0,0.0,0.0,-509.51148926414663
convection,wind_14,925.0,15.416667,283.76694532338416,270.0,14.0,0.0,-365.94660985136176,0.0,0.0,0.0,0.0,-365.94660985136176,0.0,-511.3412223134034,0.0,0.0,0.0,0.0,-511.3412223134034
convection,wind_14,930.0,15.5,283.7091026151966,270.0,14.0,0.0,-364.4090615813123,0.0,0.0,0.0,0.0,-364.4090615813123,0.0,-513.1632676213101,0.0,0.0,0.0,0.0,-513.1632676213101
convection,wind_14,935.0,15.583333,283.65150293687606,270.0,14.0,0.0,-362.87797341942803,0.0,0.0,0.0,0.0,-362.87797341942803,0.0,-514.9776574884072,0.0,0.0,0.0,0.0,-514.9776574884072
convection,wind_14,940.0,15.666667,283.59414526731683,270.0,14.0,0.0,-361.3533182231492,0.0,0.0,0.0,0.0,-361.3533182231492,0.0,-516.7844240795229,0.0,0.0,0.0,0.0,-516.7844240795229
convection,wind_14,945.0,15.75,283.5370285897035,270.0,14.0,0.0,-359.835068963957,0.0,0.0,0.0,0.0,-359.835068963957,0.0,-518.5835994243427,0.0,0.0,0.0,0.0,-518.5835994243427
convection,wind_14,950.0,15.833333,283.4801518914929,270.0,14.0,0.0,-358.3231987268921,0.0,0.0,0.0,0.0,-358.3231987268921,0.0,-520.3752154179772,0.0,0.0,0.0,0.0,-520.3752154179772
convection,wind_14,955.0,15.916667,283.42351416439607,270.0,14.0,0.0,-356.8176807100839,0.0,0.0,0.0,0.0,-356.8176807100839,0.0,-522.1593038215276,0.0,0.0,0.0,0.0,-522.1593038215276
convection,wind_14,960.0,16.0,283.36711440436045,270.0,14.0,0.0,-355.31848822426855,0.0,0.0,0.0,0.0,-355.31848822426855,0.0,-523.935896262649,0.0,0.0,0.0,0.0,-523.935896262649
convection,wind_14,965.0,16.083333,283.3109516115521,270.0,14.0,0.0,-353.8255946923185,0.0,0.0,0.0,0.0,-353.8255946923185,0.0,-525.7050242361105,0.0,0.0,0.0,0.0,-525.7050242361105
convection,wind_14,970.0,16.166667,283.25502479033804,270.0,14.0,0.0,-352.3389736487742,0.0,0.0,0.0,0.0,-352.3389736487742,0.0,-527.4667191043544,0.0,0.0,0.0,0.0,-527.4667191043544
convection,wind_14,975.0,16.25,283.1993329492683,270.0,14.0,0.0,-350.85859873937187,0.0,0.0,0.0,0.0,-350.85859873937187,0.0,-529.2210120980512,0.0,0.0,0.0,0.0,-529.2210120980512
convection,wind_14,980.0,16.333333,283.14387510105865,270.0,14.0,0.0,-349.3844437205756,0.0,0.0,0.0,0.0,-349.3844437205756,0.0,-530.9679343166541,0.0,0.0,0.0,0.0,-530.9679343166541
convection,wind_14,985.0,16.416667,283.0886502625731,270.0,14.0,0.0,-347.9164824591135,0.0,0.0,0.0,0.0,-347.9164824591135,0.0,-532.7075167289497,0.0,0.0,0.0,0.0,-532.7075167289497
convection,wind_14,990.0,16.5,283.0336574548062,270.0,14.0,0.0,-346.45468893151633,0.0,0.0,0.0,0.0,-346.45468893151633,0.0,-534.4397901736073,0.0,0.0,0.0,0.0,-534.4397901736073
convection,wind_14,995.0,16.583333,282.97889570286594,270.0,14.0,0.0,-344.9990372236523,0.0,0.0,0.0,0.0,-344.9990372236523,0.0,-536.1647853597256,0.0,0.0,0.0,0.0,-536.1647853597256
convection,wind_14,1000.0,16.666667,282.9243640359564,270.0,14.0,0.0,-343.54950153026954,0.0,0.0,0.0,0.0,-343.54950153026954,0.0,-537.8825328673769,0.0,0.0,0.0,0.0,-537.8825328673769
convection,wind_14,1005.0,16.75,282.87006148736043,270.0,14.0,0.0,-342.1060561545389,0.0,0.0,0.0,0.0,-342.1060561545389,0.0,-539.5930631481497,0.0,0.0,0.0,0.0,-539.5930631481497
convection,wind_14,1010.0,16.833333,282.8159870944227,270.0,14.0,0.0,-340.668675507598,0.0,0.0,0.0,0.0,-340.668675507598,0.0,-541.2964065256876,0.0,0.0,0.0,0.0,-541.2964065256876
convection,wind_14,1015.0,16.916667,282.76213989853255,270.0,14.0,0.0,-339.23733410809825,0.0,0.0,0.0,0.0,-339.23733410809825,0.0,-542.9925931962282,0.0,0.0,0.0,0.0,-542.9925931962282
convection,wind_14,1020.0,17.0,282.7085189451069,270.0,14.0,0.0,-337.8120065817521,0.0,0.0,0.0,0.0,-337.8120065817521,0.0,-544.6816532291369,0.0,0.0,0.0,0.0,-544.6816532291369
convection,wind_14,1025.0,17.083333,282.6551232835734,270.0,14.0,0.0,-336.3926676608844,0.0,0.0,0.0,0.0,-336.3926676608844,0.0,-546.3636165674413,0.0,0.0,0.0,0.0,-546.3636165674413
convection,wind_14,1030.0,17.166667,282.6019519673537,270.0,14.0,0.0,-334.9792921839814,0.0,0.0,0.0,0.0,-334.9792921839814,0.0,-548.0385130283613,0.0,0.0,0.0,0.0,-548.0385130283613
